"Table 2: E-5 City/County Population and Housing Estimates, 1/1/2011",,,,,,,,,,,,
,,,,,,,,,,,,
,POPULATION,,, HOUSING UNITS,,,,,,,,
Balance Of County    ,"143,152","136,363","6,789","48,260","39,789","1,328",952,982,"5,209","44,345",8.1%,3.08
Incorporated,"549,962","542,623","7,339","186,083","129,932","10,953","13,928","27,903","3,367","171,498",7.8%,3.16
 ,,,,,,,,,,, ,
County Total,"693,114","678,986","14,128","234,343","169,721","12,281","14,880","28,885","8,576","215,843",7.9%,3.15
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Luis Obispo County,,,,,,,,,,, ,
Arroyo Grande       ,"17,332","17,158",174,"7,635","5,206",627,362,845,595,"7,106",6.9%,2.42
Atascadero          ,"28,599","27,081","1,518","11,521","8,244",435,"1,050","1,265",527,"10,754",6.7%,2.52
El Paso De Robles   ,"29,945","29,776",169,"11,449","8,116",812,935,"1,293",293,"10,868",5.1%,2.74
Grover Beach        ,"13,226","13,037",189,"5,754","3,390",736,871,549,208,"5,129",10.9%,2.54
Morro Bay           ,"10,300","10,139",161,"6,344","4,546",359,446,507,486,"4,867",23.3%,2.08
Pismo Beach         ,"7,697","7,684",13,"5,592","3,223",617,495,497,760,"3,848",31.2%,2.00
San Luis Obispo     ,"45,286","44,104","1,182","20,578","9,548","1,379","2,624","5,545","1,482","19,229",6.6%,2.29
,,,,,,,,,,, ,
Balance Of County    ,"118,259","104,963","13,296","48,637","37,377","1,482","2,239","1,242","6,297","40,548",16.6%,2.59
Incorporated,"152,385","148,979","3,406","68,873","42,273","4,965","6,783","10,501","4,351","61,801",10.3%,2.41
 ,,,,,,,,,,, ,
County Total,"270,644","253,942","16,702","117,510","79,650","6,447","9,022","11,743","10,648","102,349",12.9%,2.48
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Mateo County,,,,,,,,,,, ,
Atherton            ,"6,931","6,546",385,"2,513","2,497",16,0,0,0,"2,313",8.0%,2.83
Belmont             ,"26,101","25,587",514,"11,033","6,406",650,333,"3,644",0,"10,580",4.1%,2.42
Brisbane            ,"4,343","4,327",16,"1,941","1,109",235,205,326,66,"1,829",5.8%,2.37
Burlingame          ,"29,095","28,646",449,"13,025","6,294",569,881,"5,268",13,"12,363",5.1%,2.32
Colma               ,"1,467","1,438",29,446,205,113,88,30,10,430,3.6%,3.34
Daly City           ,"102,103","101,422",681,"32,597","15,801","4,756","3,749","7,744",547,"31,088",4.6%,3.26
East Palo Alto      ,"28,463","28,309",154,"7,821","4,213",328,267,"2,865",148,"6,947",11.2%,4.08
Foster City         ,"30,919","30,810",109,"12,458","4,662","2,636",907,"4,253",0,"12,035",3.4%,2.56
Half Moon Bay       ,"11,478","11,460",18,"4,401","2,757",550,268,294,532,"4,164",5.4%,2.75
Hillsborough        ,"10,954","10,954",0,"3,920","3,831",77,12,0,0,"3,700",5.6%,2.96
Menlo Park          ,"32,357","31,463",894,"13,098","7,242","1,039","1,723","3,066",28,"12,335",5.8%,2.55
Millbrae            ,"21,736","21,421",315,"8,383","5,339",292,285,"2,434",33,"7,991",4.7%,2.68
Pacifica            ,"37,598","37,416",182,"14,531","10,344",948,800,"2,341",98,"13,964",3.9%,2.68
Portola Valley      ,"4,397","4,353",44,"1,898","1,536",0,38,324,0,"1,746",8.0%,2.49
Redwood City        ,"77,789","76,336","1,453","29,302","13,959","4,066","1,865","8,780",632,"28,073",4.2%,2.72
San Bruno           ,"42,031","41,633",398,"15,516","8,966",608,877,"5,065",0,"14,883",4.1%,2.80
San Carlos          ,"28,717","28,626",91,"12,019","8,312",527,559,"2,589",32,"11,535",4.0%,2.48
San Mateo           ,"98,301","96,985","1,316","40,038","18,287","3,961","2,479","15,255",56,"38,286",4.4%,2.53
South San Francisco ,"64,209","63,630",579,"21,815","13,055","2,796","1,336","4,295",333,"20,920",4.1%,3.04
Woodside            ,"5,348","5,348",0,"2,161","2,060",60,26,0,15,"1,980",8.4%,2.70
,,,,,,,,,,, ,
Balance Of County    ,"62,982","61,060","1,922","22,522","18,385",798,780,"1,934",625,"21,068",6.5%,2.90
Incorporated,"664,337","656,710","7,627","248,916","136,875","24,227","16,698","68,573","2,543","237,162",4.7%,2.77
 ,,,,,,,,,,, ,
County Total,"727,319","717,770","9,549","271,438","155,260","25,025","17,478","70,507","3,168","258,230",4.9%,2.78
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Barbara County,,,,,,,,,,, ,
Buellton            ,"4,854","4,854",0,"1,855","1,242",89,13,114,397,"1,770",4.6%,2.74
Carpinteria         ,"13,051","13,032",19,"5,431","2,154",427,613,"1,389",848,"4,761",12.3%,2.74
Goleta,"29,876","29,675",201,"11,472","5,380",963,"1,044","3,464",621,"10,894",5.0%,2.72
Guadalupe           ,"7,085","7,085",0,"1,887","1,297",186,212,183,9,"1,810",4.1%,3.91
Lompoc              ,"42,039","38,740","3,299","14,410","7,810",762,"2,122","2,736",980,"13,336",7.5%,2.91
Santa Barbara       ,"88,904","87,277","1,627","38,000","18,007","3,404","5,413","10,786",390,"35,635",6.2%,2.45
Santa Maria         ,"99,738","98,731","1,007","28,301","17,812","1,218","2,509","5,214","1,548","26,947",4.8%,3.66
Solvang             ,"5,273","5,218",55,"2,494","1,422",153,254,529,136,"2,184",12.4%,2.39
,,,,,,,,,,, ,
Balance Of County    ,"134,320","123,165","11,155","49,404","34,971","2,971","2,577","5,908","2,977","45,305",8.3%,2.72
Incorporated,"290,820","284,612","6,208","103,850","55,124","7,202","12,180","24,415","4,929","97,337",6.3%,2.92
 ,,,,,,,,,,, ,
County Total,"425,140","407,777","17,363","153,254","90,095","10,173","14,757","30,323","7,906","142,642",6.9%,2.86
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Clara County,,,,,,,,,,, ,
Campbell            ,"39,792","39,591",201,"16,968","7,643","2,227","2,018","4,764",316,"16,151",4.8%,2.45
Cupertino           ,"59,048","58,711",337,"21,041","12,059","2,558","2,002","4,422",0,"20,197",4.0%,2.91
Gilroy              ,"49,587","48,781",806,"14,924","10,067",887,"1,655","1,998",317,"14,229",4.7%,3.43
Los Altos           ,"29,289","29,062",227,"11,204","9,372",558,219,"1,055",0,"10,732",4.2%,2.71
Los Altos Hills     ,"8,027","7,974",53,"3,002","2,951",10,0,14,27,"2,833",5.6%,2.82
Los Gatos           ,"29,800","29,450",350,"13,067","7,567","1,776","1,218","2,442",64,"12,370",5.3%,2.38
Milpitas            ,"66,979","65,032","1,947","19,880","11,668","3,362","1,384","3,057",409,"19,233",3.3%,3.38
Monte Sereno        ,"3,379","3,379",0,"1,287","1,248",20,0,19,0,"1,210",6.0%,2.79
Morgan Hill         ,"38,506","38,120",386,"12,915","7,949","1,896",798,"1,044","1,228","12,382",4.1%,3.08
Mountain View       ,"74,869","74,604",265,"33,945","10,399","3,997","3,155","15,297","1,097","31,919",6.0%,2.34
Palo Alto           ,"65,315","64,732",583,"28,257","16,351","1,228","1,834","8,745",99,"26,551",6.0%,2.44
San Jose            ,"963,666","950,348","13,318","316,123","175,614","32,281","23,186","74,083","10,959","303,432",4.0%,3.13
Santa Clara         ,"118,844","115,648","3,196","45,503","19,181","4,337","4,929","17,010",46,"43,400",4.6%,2.67
Saratoga            ,"30,359","30,160",199,"11,146","9,379",760,355,652,0,"10,760",3.5%,2.80
Sunnyvale           ,"141,906","141,057",849,"55,807","21,603","4,735","4,962","20,607","3,900","53,439",4.2%,2.64
,,,,,,,,,,, ,
Balance Of County    ,"86,401","79,523","6,878","28,074","21,984","1,045","1,113","3,350",582,"26,564",5.4%,2.99
Incorporated,"1,719,366","1,696,649","22,717","605,069","323,051","60,632","47,715","155,209","18,462","578,838",4.3%,2.93
 ,,,,,,,,,,, ,
County Total,"1,805,767","1,776,172","29,595","633,143","345,035","61,677","48,828","158,559","19,044","605,402",4.4%,2.93
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Cruz County,,,,,,,,,,, ,
Capitola            ,"9,967","9,819",148,"5,536","1,638",596,"1,391","1,118",793,"4,626",16.4%,2.12
Santa Cruz          ,"61,448","51,944","9,504","23,351","12,970","2,546","2,587","4,899",349,"21,671",7.2%,2.40
Scotts Valley       ,"11,655","11,383",272,"4,610","2,517",574,380,375,764,"4,433",3.8%,2.57
Watsonville         ,"51,513","50,985",528,"14,095","7,365","1,292","1,653","2,655","1,130","13,545",3.9%,3.76
,,,,,,,,,,, ,
Balance Of County    ,"130,680","128,828","1,852","56,974","41,585","4,373","3,550","3,581","3,885","50,192",11.9%,2.57
Incorporated,"134,583","124,131","10,452","47,592","24,490","5,008","6,011","9,047","3,036","44,275",7.0%,2.80
 ,,,,,,,,,,, ,
County Total,"265,263","252,959","12,304","104,566","66,075","9,381","9,561","12,628","6,921","94,467",9.7%,2.68
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Shasta County,,,,,,,,,,, ,
Anderson            ,"10,025","10,013",12,"4,234","2,556",215,548,701,214,"3,970",6.2%,2.52
Redding             ,"90,321","88,292","2,029","38,776","24,656","1,697","4,601","5,313","2,509","36,216",6.6%,2.44
Shasta Lake         ,"10,136","10,119",17,"4,185","3,177",115,157,164,572,"3,921",6.3%,2.58
,,,,,,,,,,, ,
Balance Of County    ,"67,718","67,100",618,"30,274","23,008",703,446,485,"5,632","26,430",12.7%,2.54
Incorporated,"110,482","108,424","2,058","47,195","30,389","2,027","5,306","6,178","3,295","44,107",6.5%,2.46
 ,,,,,,,,,,, ,
County Total,"178,200","175,524","2,676","77,469","53,397","2,730","5,752","6,663","8,927","70,537",8.9%,2.49
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sierra County,,,,,,,,,,, ,
Loyalton            ,769,738,31,371,349,3,0,0,19,308,17.0%,2.40
,,,,,,,,,,, ,
Balance Of County    ,"2,477","2,468",9,"1,959","1,752",21,33,73,80,"1,176",40.0%,2.10
Incorporated,769,738,31,371,349,3,0,0,19,308,17.0%,2.40
 ,,,,,,,,,,, ,
County Total,"3,246","3,206",40,"2,330","2,101",24,33,73,99,"1,484",36.3%,2.16
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Siskiyou County,,,,,,,,,,, ,
Dorris              ,933,933,0,414,320,2,16,0,76,362,12.6%,2.58
Dunsmuir            ,"1,639","1,639",0,"1,110",700,29,117,251,13,759,31.6%,2.16
Etna                ,739,733,6,359,287,0,9,13,50,324,9.7%,2.26
Fort Jones          ,709,709,0,344,241,11,34,2,56,304,11.6%,2.33
Montague            ,"1,442","1,424",18,633,407,6,58,63,99,577,8.8%,2.47
Mount Shasta        ,"3,398","3,362",36,"1,895","1,196",37,400,233,29,"1,668",12.0%,2.02
Tulelake            ,"1,006","1,006",0,437,298,2,42,18,77,346,20.8%,2.91
Weed                ,"3,002","2,823",179,"1,274",928,71,107,131,37,"1,134",11.0%,2.49
Yreka               ,"7,791","7,672",119,"3,671","2,235",159,449,656,172,"3,379",8.0%,2.27
,,,,,,,,,,, ,
Balance Of County    ,"24,315","24,096",219,"13,816","10,026",254,292,363,"2,881","10,668",22.8%,2.26
Incorporated,"20,659","20,301",358,"10,137","6,612",317,"1,232","1,367",609,"8,853",12.7%,2.29
 ,,,,,,,,,,, ,
County Total,"44,974","44,397",577,"23,953","16,638",571,"1,524","1,730","3,490","19,521",18.5%,2.27
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Solano County,,,,,,,,,,, ,
Benicia             ,"26,944","26,918",26,"11,316","7,459",846,"1,162","1,611",238,"10,695",5.5%,2.52
Dixon               ,"18,274","18,273",1,"6,178","4,838",269,367,656,48,"5,848",5.3%,3.13
Fairfield           ,"106,173","103,778","2,395","37,384","25,865","2,419","2,015","6,086",999,"34,908",6.6%,2.97
Rio Vista           ,"7,394","7,391",3,"3,914","3,516",53,25,141,179,"3,479",11.1%,2.12
Suisun City         ,"28,075","28,031",44,"9,454","7,861",249,382,778,184,"8,931",5.5%,3.14
Vacaville           ,"92,485","84,748","7,737","33,020","23,647","1,101","2,257","4,879","1,136","31,304",5.2%,2.71
Vallejo             ,"116,111","114,233","1,878","44,473","29,876","1,341","4,853","7,045","1,358","40,655",8.6%,2.81
,,,,,,,,,,, ,
Balance Of County    ,"18,828","18,609",219,"7,453","6,484",314,156,56,443,"6,720",9.8%,2.77
Incorporated,"395,456","383,372","12,084","145,739","103,062","6,278","11,061","21,196","4,142","135,820",6.8%,2.82
 ,,,,,,,,,,, ,
County Total,"414,284","401,981","12,303","153,192","109,546","6,592","11,217","21,252","4,585","142,540",7.0%,2.82
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sonoma County,,,,,,,,,,, ,
Cloverdale          ,"8,668","8,580",88,"3,427","2,598",279,91,316,143,"3,188",7.0%,2.69
Cotati              ,"7,301","7,291",10,"3,144","1,443",574,446,556,125,"2,981",5.2%,2.45
Healdsburg          ,"11,470","11,415",55,"4,862","3,614",202,490,486,70,"4,445",8.6%,2.57
Petaluma            ,"58,123","57,399",724,"22,759","16,394","1,658","1,444","2,496",767,"21,723",4.6%,2.64
Rohnert Park        ,"40,795","40,752",43,"16,551","7,562","1,467","1,289","4,683","1,550","15,817",4.4%,2.58
Santa Rosa          ,"168,674","165,270","3,404","67,448","40,500","5,889","5,986","12,197","2,876","63,681",5.6%,2.60
Sebastopol          ,"7,418","7,289",129,"3,467","2,186",329,383,500,69,"3,281",5.4%,2.22
Sonoma              ,"10,703","10,466",237,"5,546","3,090",566,538,864,488,"4,962",10.5%,2.11
Windsor             ,"26,905","26,854",51,"9,544","7,564",561,165,619,635,"8,971",6.0%,2.99
,,,,,,,,,,, ,
Balance Of County    ,"146,530","140,900","5,630","68,090","55,608","2,803","2,608","2,417","4,654","57,000",16.3%,2.47
Incorporated,"340,057","335,316","4,741","136,748","84,951","11,525","10,832","22,717","6,723","129,049",5.6%,2.60
 ,,,,,,,,,,, ,
County Total,"486,587","476,216","10,371","204,838","140,559","14,328","13,440","25,134","11,377","186,049",9.2%,2.56
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Stanislaus County,,,,,,,,,,, ,
Ceres               ,"45,750","45,397",353,"13,674","10,352",716,665,"1,185",756,"12,703",7.1%,3.57
Hughson             ,"6,709","6,690",19,"2,244","1,893",15,42,233,61,"2,077",7.4%,3.22
Modesto             ,"202,628","199,673","2,955","75,056","52,211","3,230","7,776","9,709","2,130","69,165",7.8%,2.89
Newman              ,"10,479","10,413",66,"3,431","2,800",142,163,326,0,"3,061",10.8%,3.40
Oakdale             ,"20,900","20,713",187,"7,841","6,044",422,446,609,320,"7,320",6.6%,2.83
Patterson           ,"20,617","20,614",3,"6,339","5,603",178,156,269,133,"5,649",10.9%,3.65
Riverbank           ,"22,889","22,721",168,"7,081","6,087",250,160,288,296,"6,597",6.8%,3.44
Turlock             ,"69,311","68,032","1,279","24,633","17,013","1,563","1,649","3,783",625,"22,855",7.2%,2.98
Waterford           ,"8,520","8,497",23,"2,665","2,119",61,111,363,11,"2,461",7.7%,3.45
,,,,,,,,,,, ,
Balance Of County    ,"111,113","109,827","1,286","36,685","29,908",908,"1,214",430,"4,225","33,641",8.3%,3.27
Incorporated,"407,803","402,750","5,053","142,964","104,122","6,577","11,168","16,765","4,332","131,888",7.7%,3.05
 ,,,,,,,,,,, ,
County Total,"518,916","512,577","6,339","179,649","134,030","7,485","12,382","17,195","8,557","165,529",7.9%,3.10
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sutter County,,,,,,,,,,, ,
Live Oak            ,"8,492","8,071",421,"2,523","1,879",241,120,178,105,"2,357",6.6%,3.42
Yuba City           ,"65,161","64,562",599,"23,198","15,196",928,"1,917","4,239",918,"21,595",6.9%,2.99
,,,,,,,,,,, ,
Balance Of County    ,"21,452","21,392",60,"8,199","7,131",275,160,154,479,"7,557",7.8%,2.83
Incorporated,"73,653","72,633","1,020","25,721","17,075","1,169","2,037","4,417","1,023","23,952",6.9%,3.03
 ,,,,,,,,,,, ,
County Total,"95,105","94,025","1,080","33,920","24,206","1,444","2,197","4,571","1,502","31,509",7.1%,2.98
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tehama County,,,,,,,,,,, ,
Corning             ,"7,664","7,639",25,"2,871","1,807",45,302,598,119,"2,633",8.3%,2.90
Red Bluff           ,"14,106","13,661",445,"5,892","3,576",113,814,921,468,"5,392",8.5%,2.53
Tehama              ,418,418,0,195,149,13,12,11,10,165,15.4%,2.53
,,,,,,,,,,, ,
Balance Of County    ,"41,336","40,938",398,"18,098","11,919",245,258,204,"5,472","15,618",13.7%,2.62
Incorporated,"22,188","21,718",470,"8,958","5,532",171,"1,128","1,530",597,"8,190",8.6%,2.65
 ,,,,,,,,,,, ,
County Total,"63,524","62,656",868,"27,056","17,451",416,"1,386","1,734","6,069","23,808",12.0%,2.63
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Trinity County,,,,,,,,,,, ,
County Total,"13,762","13,365",397,"8,681","5,758",117,347,269,"2,190","6,120",29.5%,2.18
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tulare County,,,,,,,,,,, ,
Dinuba              ,"21,895","21,733",162,"5,973","4,305",135,620,616,297,"5,689",4.8%,3.82
Exeter              ,"10,349","10,276",73,"3,602","2,776",212,289,162,163,"3,371",6.4%,3.05
Farmersville        ,"10,794","10,794",0,"2,765","2,211",111,204,159,80,"2,636",4.7%,4.10
Lindsay             ,"12,026","11,930",96,"3,245","2,240",118,279,465,143,"3,069",5.4%,3.89
Porterville         ,"54,862","53,706","1,156","16,865","11,780",441,"1,928","1,645","1,071","15,790",6.4%,3.40
Tulare              ,"59,845","59,567",278,"18,970","14,816",424,"1,778","1,340",612,"17,826",6.0%,3.34
Visalia             ,"125,739","124,392","1,347","44,448","33,372","1,474","5,008","2,991","1,603","41,627",6.3%,2.99
Woodlake            ,"7,319","7,319",0,"2,071","1,416",153,139,305,58,"1,970",4.9%,3.72
,,,,,,,,,,, ,
Balance Of County    ,"143,493","141,895","1,598","44,497","34,536",822,"1,709","1,105","6,325","39,149",12.0%,3.62
Incorporated,"302,829","299,717","3,112","97,939","72,916","3,068","10,245","7,683","4,027","91,978",6.1%,3.26
 ,,,,,,,,,,, ,
County Total,"446,322","441,612","4,710","142,436","107,452","3,890","11,954","8,788","10,352","131,127",7.9%,3.37
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tuolumne County,,,,,,,,,,, ,
Sonora              ,"4,908","4,612",296,"2,463","1,411",86,356,588,22,"2,196",10.8%,2.10
,,,,,,,,,,, ,
Balance Of County    ,"50,339","46,313","4,026","28,790","23,512",203,874,840,"3,361","19,951",30.7%,2.32
Incorporated,"4,908","4,612",296,"2,463","1,411",86,356,588,22,"2,196",10.8%,2.10
 ,,,,,,,,,,, ,
County Total,"55,247","50,925","4,322","31,253","24,923",289,"1,230","1,428","3,383","22,147",29.1%,2.30
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Ventura County,,,,,,,,,,, ,
Camarillo           ,"66,316","65,853",463,"25,985","15,764","4,514","1,020","3,667","1,020","24,745",4.8%,2.66
Fillmore            ,"15,144","14,978",166,"4,415","3,208",232,350,239,386,"4,163",5.7%,3.60
Moorpark            ,"34,756","34,756",0,"10,760","7,820","1,435",205,"1,157",143,"10,504",2.4%,3.31
Ojai                ,"7,523","7,343",180,"3,384","2,321",320,428,315,0,"3,113",8.0%,2.36
Oxnard              ,"200,029","198,595","1,434","52,929","30,264","5,644","3,677","10,729","2,615","49,946",5.6%,3.98
Port Hueneme        ,"21,567","20,852",715,"8,138","2,655","2,371",910,"2,193",9,"7,049",13.4%,2.96
San Buenaventura    ,"106,661","104,789","1,872","42,830","24,107","4,779","3,187","8,384","2,373","40,453",5.5%,2.59
Santa Paula         ,"29,612","29,479",133,"8,757","5,115",717,880,"1,205",840,"8,365",4.5%,3.52
Simi Valley         ,"125,184","124,524",660,"42,508","31,056","3,247","1,960","5,484",761,"41,231",3.0%,3.02
Thousand Oaks       ,"127,901","126,159","1,742","47,529","32,374","5,395","1,749","6,808","1,203","45,924",3.4%,2.75
,,,,,,,,,,, ,
Balance Of County    ,"96,383","93,260","3,123","35,033","28,173","2,268",920,"1,698","1,974","31,968",8.7%,2.92
Incorporated,"734,693","727,328","7,365","247,235","154,684","28,654","14,366","40,181","9,350","235,493",4.7%,3.09
 ,,,,,,,,,,, ,
County Total,"831,076","820,588","10,488","282,268","182,857","30,922","15,286","41,879","11,324","267,461",5.2%,3.07
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Yolo County,,,,,,,,,,, ,
Davis               ,"66,089","64,098","1,991","25,877","12,164","2,239","3,165","7,822",487,"24,876",3.9%,2.58
West Sacramento     ,"49,530","49,192",338,"18,832","11,787","1,015","1,257","3,266","1,507","17,547",6.8%,2.80
Winters             ,"6,685","6,679",6,"2,298","1,716",109,183,202,88,"2,186",4.9%,3.06
Woodland            ,"55,979","55,075",904,"19,826","12,528","1,135","1,673","3,953",537,"18,757",5.4%,2.94
,,,,,,,,,,, ,
Balance Of County    ,"24,828","18,729","6,099","7,276","5,811",201,275,84,905,"6,574",9.6%,2.85
Incorporated,"178,283","175,044","3,239","66,833","38,195","4,498","6,278","15,243","2,619","63,366",5.2%,2.76
 ,,,,,,,,,,, ,
County Total,"203,111","193,773","9,338","74,109","44,006","4,699","6,553","15,327","3,524","69,940",5.6%,2.77
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Yuba County,,,,,,,,,,, ,
Marysville          ,"12,171","11,488",683,"5,198","3,164",109,889,981,55,"4,675",10.1%,2.46
Wheatland           ,"3,477","3,477",0,"1,323",953,25,248,63,34,"1,219",7.9%,2.85
,,,,,,,,,,, ,
Balance Of County    ,"57,111","56,611",500,"21,199","15,193",410,"1,500","1,251","2,845","18,493",12.8%,3.06
Incorporated,"15,648","14,965",683,"6,521","4,117",134,"1,137","1,044",89,"5,894",9.6%,2.54
 ,,,,,,,,,,, ,
County Total,"72,759","71,576","1,183","27,720","19,310",544,"2,637","2,295","2,934","24,387",12.0%,2.94
,,,,,,,,,,, ,
,,,,,,,,,,, ,
California,,,,,,,,,,, ,
Incorporated Total,"31,113,414","30,444,413","669,001","11,233,387","6,133,385","868,217","1,001,639","2,906,220","323,926","10,454,409",6.9%,2.91
Balance Of State Total,"6,481,367","6,313,387","167,980","2,471,453","1,842,915","99,494","110,808","184,032","234,204","2,152,681",12.9%,2.93
 ,,,,,,,,,,, ,
State Total,"37,594,781","36,757,800","836,981","13,704,840","7,976,300","967,711","1,112,447","3,090,252","558,130","12,607,090",8.0%,2.92
