"Table 2: E-5 City/County Population and Housing Estimates, 4/1/2010",,,,,,,,,,,,
,,,,,,,,,,,,
,POPULATION,,, HOUSING UNITS,,,,,,,,
Incorporated,"543,311","535,972","7,339","185,524","129,355","10,953","13,946","27,903","3,367","170,764",8.0%,3.14
 ,,,,,,,,,,, ,
County Total,"685,306","670,952","14,354","233,755","169,118","12,281","14,898","28,885","8,573","215,007",8.0%,3.12
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Luis Obispo County,,,,,,,,,,, ,
Arroyo Grande       ,"17,252","17,078",174,"7,628","5,201",627,360,845,595,"7,087",7.1%,2.41
Atascadero          ,"28,310","26,986","1,324","11,505","8,228",435,"1,050","1,265",527,"10,737",6.7%,2.51
El Paso De Robles   ,"29,793","29,624",169,"11,426","8,097",808,935,"1,293",293,"10,833",5.2%,2.74
Grover Beach        ,"13,156","12,967",189,"5,748","3,384",736,871,549,208,"5,111",11.1%,2.54
Morro Bay           ,"10,234","10,073",161,"6,320","4,538",359,446,491,486,"4,844",23.4%,2.08
Pismo Beach         ,"7,655","7,642",13,"5,585","3,217",616,495,497,760,"3,834",31.4%,1.99
San Luis Obispo     ,"45,119","43,937","1,182","20,553","9,541","1,379","2,627","5,524","1,482","19,193",6.6%,2.29
,,,,,,,,,,, ,
Balance Of County    ,"118,118","104,324","13,794","48,550","37,347","1,485","2,239","1,190","6,289","40,377",16.8%,2.58
Incorporated,"151,519","148,307","3,212","68,765","42,206","4,960","6,784","10,464","4,351","61,639",10.4%,2.41
 ,,,,,,,,,,, ,
County Total,"269,637","252,631","17,006","117,315","79,553","6,445","9,023","11,654","10,640","102,016",13.0%,2.48
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Mateo County,,,,,,,,,,, ,
Atherton            ,"6,914","6,529",385,"2,530","2,514",16,0,0,0,"2,330",7.9%,2.80
Belmont             ,"25,835","25,321",514,"11,028","6,404",647,333,"3,644",0,"10,575",4.1%,2.39
Brisbane            ,"4,282","4,266",16,"1,934","1,104",235,203,326,66,"1,821",5.8%,2.34
Burlingame          ,"28,806","28,357",449,"13,027","6,293",569,881,"5,271",13,"12,361",5.1%,2.29
Colma               ,"1,454","1,425",29,446,205,113,88,30,10,430,3.6%,3.31
Daly City           ,"101,072","100,391",681,"32,576","15,786","4,750","3,749","7,744",547,"31,079",4.6%,3.23
East Palo Alto      ,"28,155","28,001",154,"7,819","4,211",328,267,"2,865",148,"6,940",11.2%,4.04
Foster City         ,"30,567","30,458",109,"12,458","4,662","2,636",907,"4,253",0,"12,016",3.5%,2.54
Half Moon Bay       ,"11,324","11,306",18,"4,395","2,753",550,266,294,532,"4,149",5.6%,2.73
Hillsborough        ,"10,825","10,825",0,"3,912","3,825",75,12,0,0,"3,693",5.6%,2.93
Menlo Park          ,"32,026","31,181",845,"13,085","7,225","1,039","1,727","3,066",28,"12,347",5.6%,2.53
Millbrae            ,"21,532","21,217",315,"8,372","5,328",292,285,"2,434",33,"7,994",4.5%,2.65
Pacifica            ,"37,234","37,052",182,"14,523","10,336",948,800,"2,341",98,"13,967",3.8%,2.65
Portola Valley      ,"4,353","4,309",44,"1,895","1,533",0,38,324,0,"1,746",7.9%,2.47
Redwood City        ,"76,815","75,268","1,547","29,167","13,952","4,067","1,863","8,653",632,"27,957",4.1%,2.69
San Bruno           ,"41,114","40,716",398,"15,356","8,993",608,877,"4,878",0,"14,701",4.3%,2.77
San Carlos          ,"28,406","28,315",91,"12,018","8,311",527,559,"2,589",32,"11,524",4.1%,2.46
San Mateo           ,"97,207","95,891","1,316","40,014","18,284","3,961","2,476","15,237",56,"38,233",4.5%,2.51
South San Francisco ,"63,632","63,053",579,"21,814","13,046","2,796","1,334","4,295",343,"20,938",4.0%,3.01
Woodside            ,"5,287","5,287",0,"2,157","2,056",60,26,0,15,"1,977",8.3%,2.67
,,,,,,,,,,, ,
Balance Of County    ,"61,611","60,430","1,181","22,505","18,368",798,780,"1,934",625,"21,059",6.4%,2.87
Incorporated,"656,840","649,168","7,672","248,526","136,821","24,217","16,691","68,244","2,553","236,778",4.7%,2.74
 ,,,,,,,,,,, ,
County Total,"718,451","709,598","8,853","271,031","155,189","25,015","17,471","70,178","3,178","257,837",4.9%,2.75
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Barbara County,,,,,,,,,,, ,
Buellton            ,"4,828","4,828",0,"1,845","1,242",79,13,114,397,"1,761",4.6%,2.74
Carpinteria         ,"13,044","13,025",19,"5,431","2,156",427,611,"1,389",848,"4,761",12.3%,2.74
Goleta,"29,888","29,687",201,"11,473","5,379",965,"1,044","3,464",621,"10,903",5.0%,2.72
Guadalupe           ,"7,080","7,080",0,"1,887","1,297",186,212,183,9,"1,810",4.1%,3.91
Lompoc              ,"42,434","38,778","3,656","14,416","7,815",763,"2,122","2,736",980,"13,355",7.4%,2.90
Santa Barbara       ,"88,410","86,783","1,627","37,820","18,008","3,404","5,392","10,626",390,"35,449",6.3%,2.45
Santa Maria         ,"99,553","98,546","1,007","28,294","17,805","1,218","2,509","5,214","1,548","26,908",4.9%,3.66
Solvang             ,"5,245","5,190",55,"2,485","1,413",153,254,529,136,"2,173",12.6%,2.39
,,,,,,,,,,, ,
Balance Of County    ,"133,413","122,196","11,217","49,183","34,781","2,967","2,575","5,901","2,959","44,984",8.5%,2.72
Incorporated,"290,482","283,917","6,565","103,651","55,115","7,195","12,157","24,255","4,929","97,120",6.3%,2.92
 ,,,,,,,,,,, ,
County Total,"423,895","406,113","17,782","152,834","89,896","10,162","14,732","30,156","7,888","142,104",7.0%,2.86
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Clara County,,,,,,,,,,, ,
Campbell            ,"39,349","39,148",201,"16,950","7,628","2,224","2,018","4,764",316,"16,163",4.6%,2.42
Cupertino           ,"58,302","57,965",337,"21,027","12,060","2,557","1,988","4,422",0,"20,181",4.0%,2.87
Gilroy              ,"48,821","48,015",806,"14,854","9,997",887,"1,655","1,998",317,"14,175",4.6%,3.39
Los Altos           ,"28,976","28,749",227,"11,204","9,372",558,219,"1,055",0,"10,745",4.1%,2.68
Los Altos Hills     ,"7,922","7,869",53,"3,001","2,950",10,0,14,27,"2,829",5.7%,2.78
Los Gatos           ,"29,413","29,063",350,"13,050","7,552","1,774","1,218","2,442",64,"12,355",5.3%,2.35
Milpitas            ,"66,790","64,092","2,698","19,806","11,668","3,344","1,384","3,007",403,"19,184",3.1%,3.34
Monte Sereno        ,"3,341","3,341",0,"1,287","1,248",20,0,19,0,"1,211",5.9%,2.76
Morgan Hill         ,"37,882","37,496",386,"12,859","7,914","1,875",798,"1,044","1,228","12,326",4.1%,3.04
Mountain View       ,"74,066","73,801",265,"33,881","10,372","3,928","3,182","15,302","1,097","31,957",5.7%,2.31
Palo Alto           ,"64,403","63,820",583,"28,216","16,334","1,228","1,832","8,723",99,"26,493",6.1%,2.41
San Jose            ,"945,942","932,620","13,322","314,038","173,777","32,255","23,185","73,862","10,959","301,366",4.0%,3.10
Santa Clara         ,"116,468","113,272","3,196","45,147","19,162","4,325","4,927","16,687",46,"43,021",4.7%,2.63
Saratoga            ,"29,926","29,727",199,"11,123","9,356",760,355,652,0,"10,734",3.5%,2.77
Sunnyvale           ,"140,081","139,232",849,"55,791","21,595","4,727","4,962","20,607","3,900","53,384",4.3%,2.61
,,,,,,,,,,, ,
Balance Of County    ,"89,960","83,082","6,878","29,686","23,601","1,045","1,108","3,350",582,"28,080",5.4%,2.96
Incorporated,"1,691,682","1,668,210","23,472","602,234","320,985","60,472","47,723","154,598","18,456","576,124",4.3%,2.90
 ,,,,,,,,,,, ,
County Total,"1,781,642","1,751,292","30,350","631,920","344,586","61,517","48,831","157,948","19,038","604,204",4.4%,2.90
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Cruz County,,,,,,,,,,, ,
Capitola            ,"9,918","9,770",148,"5,534","1,638",594,"1,391","1,118",793,"4,626",16.4%,2.11
Santa Cruz          ,"59,946","51,657","8,289","23,316","12,959","2,538","2,587","4,883",349,"21,657",7.1%,2.39
Scotts Valley       ,"11,580","11,308",272,"4,610","2,517",575,380,375,763,"4,426",4.0%,2.56
Watsonville         ,"51,199","50,671",528,"14,089","7,359","1,292","1,653","2,655","1,130","13,528",4.0%,3.75
,,,,,,,,,,, ,
Balance Of County    ,"129,739","128,007","1,732","56,927","41,547","4,368","3,547","3,581","3,884","50,118",12.0%,2.55
Incorporated,"132,643","123,406","9,237","47,549","24,473","4,999","6,011","9,031","3,035","44,237",7.0%,2.79
 ,,,,,,,,,,, ,
County Total,"262,382","251,413","10,969","104,476","66,020","9,367","9,558","12,612","6,919","94,355",9.7%,2.66
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Shasta County,,,,,,,,,,, ,
Anderson            ,"9,932","9,920",12,"4,211","2,534",215,548,701,213,"3,944",6.3%,2.52
Redding             ,"89,861","87,841","2,020","38,679","24,587","1,696","4,574","5,313","2,509","36,130",6.6%,2.43
Shasta Lake         ,"10,164","10,147",17,"4,209","3,198",115,157,164,575,"3,943",6.3%,2.57
,,,,,,,,,,, ,
Balance Of County    ,"67,266","66,661",605,"30,214","22,945",703,446,485,"5,635","26,329",12.9%,2.53
Incorporated,"109,957","107,908","2,049","47,099","30,319","2,026","5,279","6,178","3,297","44,017",6.5%,2.45
 ,,,,,,,,,,, ,
County Total,"177,223","174,569","2,654","77,313","53,264","2,729","5,725","6,663","8,932","70,346",9.0%,2.48
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sierra County,,,,,,,,,,, ,
Loyalton            ,769,738,31,371,349,3,0,0,19,308,17.0%,2.40
,,,,,,,,,,, ,
Balance Of County    ,"2,471","2,469",2,"1,957","1,750",21,33,73,80,"1,174",40.0%,2.10
Incorporated,769,738,31,371,349,3,0,0,19,308,17.0%,2.40
 ,,,,,,,,,,, ,
County Total,"3,240","3,207",33,"2,328","2,099",24,33,73,99,"1,482",36.3%,2.16
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Siskiyou County,,,,,,,,,,, ,
Dorris              ,939,939,0,414,320,2,16,0,76,364,12.1%,2.58
Dunsmuir            ,"1,650","1,650",0,"1,110",700,29,117,251,13,763,31.3%,2.16
Etna                ,737,731,6,359,287,0,9,13,50,323,10.0%,2.26
Fort Jones          ,710,710,0,344,241,11,34,2,56,304,11.6%,2.34
Montague            ,"1,443","1,425",18,633,407,6,58,63,99,576,9.0%,2.47
Mount Shasta        ,"3,394","3,358",36,"1,895","1,196",37,400,233,29,"1,664",12.2%,2.02
Tulelake            ,"1,010","1,010",0,437,298,2,42,18,77,347,20.6%,2.91
Weed                ,"2,967","2,820",147,"1,273",927,71,107,131,37,"1,131",11.2%,2.49
Yreka               ,"7,765","7,718",47,"3,675","2,239",159,449,656,172,"3,394",7.6%,2.27
,,,,,,,,,,, ,
Balance Of County    ,"24,285","24,065",220,"13,770","9,990",254,292,363,"2,871","10,639",22.7%,2.26
Incorporated,"20,615","20,361",254,"10,140","6,615",317,"1,232","1,367",609,"8,866",12.6%,2.30
 ,,,,,,,,,,, ,
County Total,"44,900","44,426",474,"23,910","16,605",571,"1,524","1,730","3,480","19,505",18.4%,2.28
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Solano County,,,,,,,,,,, ,
Benicia             ,"26,997","26,971",26,"11,306","7,449",846,"1,162","1,611",238,"10,686",5.5%,2.52
Dixon               ,"18,351","18,350",1,"6,172","4,832",269,367,656,48,"5,856",5.1%,3.13
Fairfield           ,"105,321","102,832","2,489","37,184","25,665","2,419","2,015","6,086",999,"34,484",7.3%,2.98
Rio Vista           ,"7,360","7,357",3,"3,890","3,492",53,25,141,179,"3,454",11.2%,2.13
Suisun City         ,"28,111","28,067",44,"9,454","7,861",249,382,778,184,"8,918",5.7%,3.15
Vacaville           ,"92,428","84,406","8,022","32,814","23,441","1,101","2,257","4,879","1,136","31,092",5.2%,2.72
Vallejo             ,"115,942","114,279","1,663","44,433","29,840","1,341","4,849","7,045","1,358","40,559",8.7%,2.82
,,,,,,,,,,, ,
Balance Of County    ,"18,834","18,630",204,"7,445","6,479",314,156,56,440,"6,709",9.9%,2.78
Incorporated,"394,510","382,262","12,248","145,253","102,580","6,278","11,057","21,196","4,142","135,049",7.0%,2.83
 ,,,,,,,,,,, ,
County Total,"413,344","400,892","12,452","152,698","109,059","6,592","11,213","21,252","4,582","141,758",7.2%,2.83
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sonoma County,,,,,,,,,,, ,
Cloverdale          ,"8,618","8,530",88,"3,427","2,598",279,91,316,143,"3,182",7.1%,2.68
Cotati              ,"7,265","7,255",10,"3,143","1,442",574,446,556,125,"2,978",5.2%,2.44
Healdsburg          ,"11,254","11,199",55,"4,794","3,610",202,482,430,70,"4,378",8.7%,2.56
Petaluma            ,"57,941","57,217",724,"22,736","16,371","1,658","1,444","2,496",767,"21,737",4.4%,2.63
Rohnert Park        ,"40,794","40,574",220,"16,551","7,562","1,467","1,289","4,683","1,550","15,808",4.5%,2.57
Santa Rosa          ,"167,815","164,405","3,410","67,396","40,459","5,889","5,976","12,197","2,875","63,590",5.6%,2.59
Sebastopol          ,"7,379","7,250",129,"3,465","2,184",329,383,500,69,"3,276",5.5%,2.21
Sonoma              ,"10,648","10,411",237,"5,544","3,088",566,538,864,488,"4,955",10.6%,2.10
Windsor             ,"26,801","26,750",51,"9,549","7,570",560,165,619,635,"8,970",6.1%,2.98
,,,,,,,,,,, ,
Balance Of County    ,"145,363","140,244","5,119","67,967","55,492","2,801","2,607","2,425","4,642","56,951",16.2%,2.46
Incorporated,"338,515","333,591","4,924","136,605","84,884","11,524","10,814","22,661","6,722","128,874",5.7%,2.59
 ,,,,,,,,,,, ,
County Total,"483,878","473,835","10,043","204,572","140,376","14,325","13,421","25,086","11,364","185,825",9.2%,2.55
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Stanislaus County,,,,,,,,,,, ,
Ceres               ,"45,417","45,064",353,"13,673","10,351",716,665,"1,185",756,"12,692",7.2%,3.55
Hughson             ,"6,640","6,621",19,"2,234","1,883",15,42,233,61,"2,069",7.4%,3.20
Modesto             ,"201,165","198,210","2,955","75,044","52,200","3,229","7,776","9,709","2,130","69,107",7.9%,2.87
Newman              ,"10,224","10,158",66,"3,357","2,794",142,163,258,0,"3,006",10.5%,3.38
Oakdale             ,"20,675","20,488",187,"7,822","6,025",422,446,609,320,"7,288",6.8%,2.81
Patterson           ,"20,413","20,410",3,"6,328","5,592",178,156,269,133,"5,630",11.0%,3.63
Riverbank           ,"22,678","22,510",168,"7,069","6,075",250,160,288,296,"6,579",6.9%,3.42
Turlock             ,"68,549","67,342","1,207","24,627","17,007","1,563","1,649","3,783",625,"22,772",7.5%,2.96
Waterford           ,"8,456","8,433",23,"2,665","2,119",61,111,363,11,"2,458",7.8%,3.43
,,,,,,,,,,, ,
Balance Of County    ,"110,236","108,912","1,324","36,684","29,906",908,"1,214",430,"4,226","33,579",8.5%,3.24
Incorporated,"404,217","399,236","4,981","142,819","104,046","6,576","11,168","16,697","4,332","131,601",7.9%,3.03
 ,,,,,,,,,,, ,
County Total,"514,453","508,148","6,305","179,503","133,952","7,484","12,382","17,127","8,558","165,180",8.0%,3.08
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sutter County,,,,,,,,,,, ,
Live Oak            ,"8,392","7,972",420,"2,498","1,854",241,120,178,105,"2,331",6.7%,3.42
Yuba City           ,"64,925","64,345",580,"23,174","15,172",928,"1,917","4,239",918,"21,550",7.0%,2.99
,,,,,,,,,,, ,
Balance Of County    ,"21,420","21,360",60,"8,186","7,123",275,160,154,474,"7,556",7.7%,2.83
Incorporated,"73,317","72,317","1,000","25,672","17,026","1,169","2,037","4,417","1,023","23,881",7.0%,3.03
 ,,,,,,,,,,, ,
County Total,"94,737","93,677","1,060","33,858","24,149","1,444","2,197","4,571","1,497","31,437",7.2%,2.98
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tehama County,,,,,,,,,,, ,
Corning             ,"7,663","7,638",25,"2,871","1,807",45,302,598,119,"2,630",8.4%,2.90
Red Bluff           ,"14,076","13,637",439,"5,872","3,556",113,814,921,468,"5,376",8.4%,2.54
Tehama              ,418,418,0,195,149,13,12,11,10,165,15.4%,2.53
,,,,,,,,,,, ,
Balance Of County    ,"41,306","40,928",378,"18,049","11,881",245,258,204,"5,461","15,596",13.6%,2.62
Incorporated,"22,157","21,693",464,"8,938","5,512",171,"1,128","1,530",597,"8,171",8.6%,2.65
 ,,,,,,,,,,, ,
County Total,"63,463","62,621",842,"26,987","17,393",416,"1,386","1,734","6,058","23,767",11.9%,2.63
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Trinity County,,,,,,,,,,, ,
County Total,"13,786","13,401",385,"8,681","5,758",117,347,269,"2,190","6,083",29.9%,2.20
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tulare County,,,,,,,,,,, ,
Dinuba              ,"21,453","21,291",162,"5,868","4,200",135,620,616,297,"5,593",4.7%,3.81
Exeter              ,"10,334","10,261",73,"3,600","2,774",212,289,162,163,"3,378",6.2%,3.04
Farmersville        ,"10,588","10,588",0,"2,726","2,212",111,204,119,80,"2,595",4.8%,4.08
Lindsay             ,"11,768","11,672",96,"3,193","2,188",118,279,465,143,"3,014",5.6%,3.87
Porterville         ,"54,165","53,018","1,147","16,734","11,719",441,"1,928","1,575","1,071","15,644",6.5%,3.39
Tulare              ,"59,278","59,000",278,"18,863","14,709",424,"1,778","1,340",612,"17,720",6.1%,3.33
Visalia             ,"124,442","123,116","1,326","44,205","33,135","1,474","5,002","2,991","1,603","41,349",6.5%,2.98
Woodlake            ,"7,279","7,279",0,"2,067","1,412",153,139,305,58,"1,966",4.9%,3.70
,,,,,,,,,,, ,
Balance Of County    ,"142,872","141,182","1,690","44,440","34,513",822,"1,709","1,105","6,291","39,093",12.0%,3.61
Incorporated,"299,307","296,225","3,082","97,256","72,349","3,068","10,239","7,573","4,027","91,259",6.2%,3.25
 ,,,,,,,,,,, ,
County Total,"442,179","437,407","4,772","141,696","106,862","3,890","11,948","8,678","10,318","130,352",8.0%,3.36
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tuolumne County,,,,,,,,,,, ,
Sonora              ,"4,903","4,613",290,"2,463","1,411",86,356,588,22,"2,199",10.7%,2.10
,,,,,,,,,,, ,
Balance Of County    ,"50,462","46,270","4,192","28,781","23,503",203,874,840,"3,361","19,957",30.7%,2.32
Incorporated,"4,903","4,613",290,"2,463","1,411",86,356,588,22,"2,199",10.7%,2.10
 ,,,,,,,,,,, ,
County Total,"55,365","50,883","4,482","31,244","24,914",289,"1,230","1,428","3,383","22,156",29.1%,2.30
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Ventura County,,,,,,,,,,, ,
Camarillo           ,"65,201","64,705",496,"25,702","15,745","4,514",756,"3,667","1,020","24,504",4.7%,2.64
Fillmore            ,"15,002","14,836",166,"4,408","3,201",232,350,239,386,"4,156",5.7%,3.57
Moorpark            ,"34,421","34,421",0,"10,738","7,815","1,418",205,"1,157",143,"10,484",2.4%,3.28
Ojai                ,"7,461","7,281",180,"3,382","2,317",320,430,315,0,"3,111",8.0%,2.34
Oxnard              ,"197,899","196,465","1,434","52,772","30,226","5,632","3,670","10,629","2,615","49,797",5.6%,3.95
Port Hueneme        ,"21,723","20,854",869,"8,131","2,648","2,371",910,"2,193",9,"7,080",12.9%,2.95
San Buenaventura    ,"106,433","103,940","2,493","42,827","24,104","4,779","3,187","8,384","2,373","40,438",5.6%,2.57
Santa Paula         ,"29,321","29,188",133,"8,749","5,109",717,878,"1,205",840,"8,347",4.6%,3.50
Simi Valley         ,"124,237","123,577",660,"42,506","31,054","3,247","1,960","5,484",761,"41,237",3.0%,3.00
Thousand Oaks       ,"126,683","124,941","1,742","47,497","32,357","5,395","1,734","6,808","1,203","45,836",3.5%,2.73
,,,,,,,,,,, ,
Balance Of County    ,"94,937","92,510","2,427","34,983","28,127","2,268",920,"1,698","1,970","31,930",8.7%,2.90
Incorporated,"728,381","720,208","8,173","246,712","154,576","28,625","14,080","40,081","9,350","234,990",4.8%,3.06
 ,,,,,,,,,,, ,
County Total,"823,318","812,718","10,600","281,695","182,703","30,893","15,000","41,779","11,320","266,920",5.2%,3.04
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Yolo County,,,,,,,,,,, ,
Davis               ,"65,622","63,522","2,100","25,869","12,158","2,237","3,165","7,822",487,"24,873",3.9%,2.55
West Sacramento     ,"48,744","48,406",338,"18,681","11,706","1,015","1,251","3,204","1,505","17,421",6.7%,2.78
Winters             ,"6,624","6,618",6,"2,299","1,717",109,183,202,88,"2,186",4.9%,3.03
Woodland            ,"55,468","54,483",985,"19,806","12,508","1,135","1,673","3,953",537,"18,721",5.5%,2.91
,,,,,,,,,,, ,
Balance Of County    ,"24,391","18,523","5,868","7,253","5,793",201,275,84,900,"6,560",9.6%,2.82
Incorporated,"176,458","173,029","3,429","66,655","38,089","4,496","6,272","15,181","2,617","63,201",5.2%,2.74
 ,,,,,,,,,,, ,
County Total,"200,849","191,552","9,297","73,908","43,882","4,697","6,547","15,265","3,517","69,761",5.6%,2.75
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Yuba County,,,,,,,,,,, ,
Marysville          ,"12,072","11,402",670,"5,196","3,160",109,891,981,55,"4,668",10.2%,2.44
Wheatland           ,"3,456","3,456",0,"1,323",953,25,248,63,34,"1,219",7.9%,2.84
,,,,,,,,,,, ,
Balance Of County    ,"56,627","56,126",501,"21,116","15,121",410,"1,500","1,251","2,834","18,420",12.8%,3.05
Incorporated,"15,528","14,858",670,"6,519","4,113",134,"1,139","1,044",89,"5,887",9.7%,2.52
 ,,,,,,,,,,, ,
County Total,"72,155","70,984","1,171","27,635","19,234",544,"2,639","2,295","2,923","24,307",12.0%,2.92
,,,,,,,,,,, ,
,,,,,,,,,,, ,
California,,,,,,,,,,, ,
Incorporated Total,"30,764,188","30,089,880","674,308","11,187,787","6,105,716","866,581","999,639","2,892,682","323,169","10,406,502",7.0%,2.89
Balance Of State Total,"6,489,768","6,322,311","167,457","2,482,517","1,853,362","99,859","110,981","183,837","234,478","2,161,665",12.9%,2.92
 ,,,,,,,,,,, ,
State Total,"37,253,956","36,412,191","841,765","13,670,304","7,959,078","966,440","1,110,620","3,076,519","557,647","12,568,167",8.1%,2.90
