"Table 2: E-5 City/County Population and Housing Estimates, 1/1/2015",,,,,,,,,,,,
,,,,,,,,,,,,
,POPULATION,,, HOUSING UNITS,,,,,,,,
Tracy               ,"86,420","86,104",316,"26,080","21,242",877,"1,592","1,902",467,"24,496",6.1%,3.52
,,,,,,,,,,, ,
Balance Of County    ,"148,935","143,339","5,596","49,366","40,876","1,328",950,982,"5,230","45,381",8.1%,3.16
Incorporated,"575,924","566,634","9,290","188,539","132,124","10,951","13,912","28,182","3,370","174,303",7.6%,3.25
 ,,,,,,,,,,, ,
County Total,"724,859","709,973","14,886","237,905","173,000","12,279","14,862","29,164","8,600","219,684",7.7%,3.23
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Luis Obispo County,,,,,,,,,,, ,
Arroyo Grande       ,"17,797","17,623",174,"7,740","5,257",640,362,886,595,"7,257",6.2%,2.43
Atascadero          ,"29,863","28,462","1,401","11,875","8,401",500,"1,063","1,380",531,"11,237",5.4%,2.53
El Paso De Robles   ,"30,932","30,663",269,"11,706","8,291",812,935,"1,374",294,"11,127",4.9%,2.76
Grover Beach        ,"13,528","13,339",189,"5,770","3,402",736,875,549,208,"5,217",9.6%,2.56
Morro Bay           ,"10,430","10,269",161,"6,378","4,576",363,446,507,486,"4,900",23.2%,2.10
Pismo Beach         ,"8,005","7,992",13,"5,649","3,258",618,516,497,760,"3,979",29.6%,2.01
San Luis Obispo     ,"46,331","45,149","1,182","20,887","9,676","1,381","2,662","5,685","1,483","19,571",6.3%,2.31
,,,,,,,,,,, ,
Balance Of County    ,"120,333","107,870","12,463","49,692","38,331","1,484","2,244","1,267","6,366","41,430",16.6%,2.60
Incorporated,"156,886","153,497","3,389","70,005","42,861","5,050","6,859","10,878","4,357","63,288",9.6%,2.43
 ,,,,,,,,,,, ,
County Total,"277,219","261,367","15,852","119,697","81,192","6,534","9,103","12,145","10,723","104,718",12.5%,2.50
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Mateo County,,,,,,,,,,, ,
Atherton            ,"6,977","6,592",385,"2,454","2,438",16,0,0,0,"2,253",8.2%,2.93
Belmont             ,"27,005","26,491",514,"11,047","6,420",650,333,"3,644",0,"10,600",4.0%,2.50
Brisbane            ,"4,583","4,567",16,"1,984","1,152",235,205,326,66,"1,869",5.8%,2.44
Burlingame          ,"30,214","29,765",449,"13,077","6,296",569,886,"5,313",13,"12,430",4.9%,2.40
Colma               ,"1,496","1,489",7,446,205,113,88,30,10,431,3.4%,3.46
Daly City           ,"107,035","106,354",681,"32,980","15,818","4,776","3,756","8,083",547,"31,544",4.4%,3.37
East Palo Alto      ,"29,838","29,684",154,"7,825","4,217",328,267,"2,865",148,"7,048",9.9%,4.21
Foster City         ,"32,724","32,615",109,"12,766","4,663","2,636",907,"4,560",0,"12,327",3.4%,2.65
Half Moon Bay       ,"12,144","12,126",18,"4,523","2,781",562,268,379,533,"4,264",5.7%,2.84
Hillsborough        ,"11,485","11,485",0,"3,990","3,873",105,12,0,0,"3,753",5.9%,3.06
Menlo Park          ,"33,506","32,717",789,"13,180","7,278","1,087","1,721","3,066",28,"12,411",5.8%,2.64
Millbrae            ,"23,008","22,693",315,"8,616","5,376",292,285,"2,630",33,"8,193",4.9%,2.77
Pacifica            ,"38,840","38,658",182,"14,541","10,350",948,804,"2,341",98,"13,961",4.0%,2.77
Portola Valley      ,"4,579","4,535",44,"1,906","1,544",0,38,324,0,"1,760",7.7%,2.58
Redwood City        ,"82,662","81,092","1,570","30,072","13,986","4,073","1,869","9,512",632,"28,857",4.0%,2.81
San Bruno           ,"44,965","44,567",398,"16,049","9,026",610,877,"5,536",0,"15,417",3.9%,2.89
San Carlos          ,"29,696","29,605",91,"12,048","8,329",537,561,"2,589",32,"11,544",4.2%,2.57
San Mateo           ,"102,346","101,030","1,316","40,387","18,325","4,036","2,496","15,474",56,"38,593",4.4%,2.62
South San Francisco ,"66,819","66,240",579,"21,947","13,078","2,798","1,336","4,404",331,"21,074",4.0%,3.14
Woodside            ,"5,583","5,583",0,"2,185","2,084",60,26,0,15,"2,000",8.5%,2.79
,,,,,,,,,,, ,
Balance Of County    ,"65,174","63,298","1,876","22,589","18,447",799,784,"1,934",625,"21,134",6.4%,3.00
Incorporated,"695,505","687,888","7,617","252,023","137,239","24,431","16,735","71,076","2,542","240,329",4.6%,2.86
 ,,,,,,,,,,, ,
County Total,"760,679","751,186","9,493","274,612","155,686","25,230","17,519","73,010","3,167","261,463",4.8%,2.87
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Barbara County,,,,,,,,,,, ,
Buellton            ,"4,955","4,955",0,"1,856","1,243",89,13,114,397,"1,763",5.0%,2.81
Carpinteria         ,"13,673","13,654",19,"5,557","2,195",424,660,"1,430",848,"4,866",12.4%,2.81
Goleta,"31,182","30,981",201,"11,640","5,416",991,"1,052","3,560",621,"11,097",4.7%,2.79
Guadalupe           ,"7,285","7,285",0,"1,891","1,298",186,215,183,9,"1,815",4.0%,4.01
Lompoc              ,"43,953","40,367","3,586","14,616","7,910",762,"2,116","2,848",980,"13,557",7.2%,2.98
Santa Barbara       ,"92,376","90,749","1,627","38,456","18,050","3,407","5,566","11,043",390,"36,149",6.0%,2.51
Santa Maria         ,"103,549","102,540","1,009","28,615","17,959","1,355","2,522","5,230","1,549","27,304",4.6%,3.76
Solvang             ,"5,594","5,539",55,"2,563","1,490",154,254,529,136,"2,262",11.7%,2.45
,,,,,,,,,,, ,
Balance Of County    ,"140,745","128,125","12,620","50,159","35,525","2,980","2,625","5,974","3,055","46,057",8.2%,2.78
Incorporated,"302,567","296,070","6,497","105,194","55,561","7,368","12,398","24,937","4,930","98,813",6.1%,3.00
 ,,,,,,,,,,, ,
County Total,"443,312","424,195","19,117","155,353","91,086","10,348","15,023","30,911","7,985","144,870",6.7%,2.93
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Clara County,,,,,,,,,,, ,
Campbell            ,"42,236","42,035",201,"17,619","8,118","2,252","2,022","4,911",316,"16,744",5.0%,2.51
Cupertino           ,"60,069","59,732",337,"21,054","12,067","2,563","2,002","4,422",0,"20,065",4.7%,2.98
Gilroy              ,"53,697","52,891",806,"15,774","10,863",887,"1,709","1,998",317,"15,064",4.5%,3.51
Los Altos           ,"30,376","30,149",227,"11,350","9,347",561,245,"1,197",0,"10,870",4.2%,2.77
Los Altos Hills     ,"8,434","8,381",53,"3,088","3,034",13,0,14,27,"2,907",5.9%,2.88
Los Gatos           ,"30,858","30,508",350,"13,228","7,733","1,776","1,217","2,438",64,"12,511",5.4%,2.44
Milpitas            ,"73,412","70,506","2,906","21,039","11,883","3,363","1,460","3,914",419,"20,359",3.2%,3.46
Monte Sereno        ,"3,537","3,537",0,"1,299","1,257",23,0,19,0,"1,236",4.8%,2.86
Morgan Hill         ,"42,364","41,978",386,"13,868","8,496","2,164",798,"1,182","1,228","13,314",4.0%,3.15
Mountain View       ,"78,648","78,378",270,"34,807","10,575","4,196","3,133","15,806","1,097","32,743",5.9%,2.39
Palo Alto           ,"67,910","67,388",522,"28,674","16,436","1,231","1,869","9,039",99,"26,988",5.9%,2.50
San Jose            ,"1,023,285","1,009,498","13,787","327,652","176,437","32,281","23,203","84,772","10,959","314,716",3.9%,3.21
Santa Clara         ,"122,647","119,451","3,196","45,828","19,307","4,345","4,959","17,171",46,"43,770",4.5%,2.73
Saratoga            ,"31,202","31,003",199,"11,186","9,412",767,355,652,0,"10,799",3.5%,2.87
Sunnyvale           ,"149,790","148,941",849,"57,561","21,670","5,096","4,982","21,913","3,900","55,095",4.3%,2.70
,,,,,,,,,,, ,
Balance Of County    ,"88,046","81,168","6,878","27,980","21,597","1,069","1,115","3,620",579,"26,409",5.6%,3.07
Incorporated,"1,818,465","1,794,376","24,089","624,027","326,635","61,518","47,954","169,448","18,472","597,181",4.3%,3.00
 ,,,,,,,,,,, ,
County Total,"1,906,511","1,875,544","30,967","652,007","348,232","62,587","49,069","173,068","19,051","623,590",4.4%,3.01
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Santa Cruz County,,,,,,,,,,, ,
Capitola            ,"10,231","10,083",148,"5,537","1,651",602,"1,393","1,118",773,"4,643",16.1%,2.17
Santa Cruz          ,"64,441","53,650","10,791","23,535","13,068","2,564","2,591","4,963",349,"21,876",7.0%,2.45
Scotts Valley       ,"12,136","11,864",272,"4,691","2,578",574,393,381,765,"4,516",3.7%,2.63
Watsonville         ,"52,934","52,406",528,"14,131","7,374","1,299","1,653","2,675","1,130","13,609",3.7%,3.85
,,,,,,,,,,, ,
Balance Of County    ,"134,529","132,692","1,837","57,327","41,692","4,424","3,616","3,692","3,903","50,529",11.9%,2.63
Incorporated,"139,742","128,003","11,739","47,894","24,671","5,039","6,030","9,137","3,017","44,644",6.8%,2.87
 ,,,,,,,,,,, ,
County Total,"274,271","260,695","13,576","105,221","66,363","9,463","9,646","12,829","6,920","95,173",9.5%,2.74
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Shasta County,,,,,,,,,,, ,
Anderson            ,"10,371","10,359",12,"4,398","2,641",215,548,780,214,"4,127",6.2%,2.51
Redding             ,"91,386","89,167","2,219","39,204","25,009","1,697","4,652","5,334","2,512","36,750",6.3%,2.43
Shasta Lake         ,"10,120","10,103",17,"4,187","3,184",115,157,164,567,"3,934",6.0%,2.57
,,,,,,,,,,, ,
Balance Of County    ,"67,502","66,964",538,"30,326","23,123",709,450,485,"5,559","26,504",12.6%,2.53
Incorporated,"111,877","109,629","2,248","47,789","30,834","2,027","5,357","6,278","3,293","44,811",6.2%,2.45
 ,,,,,,,,,,, ,
County Total,"179,379","176,593","2,786","78,115","53,957","2,736","5,807","6,763","8,852","71,315",8.7%,2.48
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sierra County,,,,,,,,,,, ,
Loyalton            ,758,727,31,370,348,3,0,0,19,304,17.8%,2.39
,,,,,,,,,,, ,
Balance Of County    ,"2,444","2,438",6,"1,967","1,760",21,33,73,80,"1,166",40.7%,2.09
Incorporated,758,727,31,370,348,3,0,0,19,304,17.8%,2.39
 ,,,,,,,,,,, ,
County Total,"3,202","3,165",37,"2,337","2,108",24,33,73,99,"1,470",37.1%,2.15
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Siskiyou County,,,,,,,,,,, ,
Dorris              ,905,905,0,414,320,2,16,0,76,356,14.0%,2.54
Dunsmuir            ,"1,606","1,606",0,"1,108",698,29,117,251,13,755,31.9%,2.13
Etna                ,729,723,6,361,287,0,9,13,52,325,10.0%,2.23
Fort Jones          ,696,696,0,347,242,11,34,2,58,304,12.4%,2.29
Montague            ,"1,428","1,410",18,631,404,6,58,63,100,581,7.9%,2.43
Mount Shasta        ,"3,321","3,285",36,"1,894","1,195",37,400,233,29,"1,655",12.6%,1.99
Tulelake            ,"1,009","1,009",0,438,299,2,42,18,77,353,19.4%,2.86
Weed                ,"2,665","2,515",150,"1,125",795,71,103,119,37,"1,026",8.8%,2.45
Yreka               ,"7,693","7,560",133,"3,672","2,236",159,449,656,172,"3,381",7.9%,2.24
,,,,,,,,,,, ,
Balance Of County    ,"24,679","24,468",211,"13,995","10,146",254,295,363,"2,937","11,000",21.4%,2.22
Incorporated,"20,052","19,709",343,"9,990","6,476",317,"1,228","1,355",614,"8,736",12.6%,2.26
 ,,,,,,,,,,, ,
County Total,"44,731","44,177",554,"23,985","16,622",571,"1,523","1,718","3,551","19,736",17.7%,2.24
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Solano County,,,,,,,,,,, ,
Benicia             ,"27,559","27,533",26,"11,329","7,472",846,"1,162","1,611",238,"10,719",5.4%,2.57
Dixon               ,"19,047","19,046",1,"6,297","4,838",269,414,728,48,"5,973",5.1%,3.19
Fairfield           ,"112,137","109,534","2,603","38,404","26,885","2,419","2,015","6,086",999,"36,140",5.9%,3.03
Rio Vista           ,"8,169","8,166",3,"4,232","3,847",40,25,141,179,"3,767",11.0%,2.17
Suisun City         ,"28,842","28,798",44,"9,493","7,900",249,382,778,184,"8,990",5.3%,3.20
Vacaville           ,"94,236","88,006","6,230","33,564","24,094","1,103","2,257","4,974","1,136","31,855",5.1%,2.76
Vallejo             ,"118,475","116,524","1,951","44,638","29,944","1,342","4,853","7,141","1,358","40,637",9.0%,2.87
,,,,,,,,,,, ,
Balance Of County    ,"19,279","19,087",192,"7,483","6,510",314,156,56,447,"6,752",9.8%,2.83
Incorporated,"408,465","397,607","10,858","147,957","104,980","6,268","11,108","21,459","4,142","138,081",6.7%,2.88
 ,,,,,,,,,,, ,
County Total,"427,744","416,694","11,050","155,440","111,490","6,582","11,264","21,515","4,589","144,833",6.8%,2.88
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sonoma County,,,,,,,,,,, ,
Cloverdale          ,"8,860","8,772",88,"3,427","2,598",279,91,316,143,"3,196",6.7%,2.75
Cotati              ,"7,476","7,466",10,"3,145","1,443",575,446,556,125,"2,992",4.9%,2.50
Healdsburg          ,"11,868","11,813",55,"4,926","3,673",205,492,486,70,"4,509",8.5%,2.62
Petaluma            ,"60,237","59,513",724,"23,101","16,561","1,699","1,444","2,630",767,"22,076",4.4%,2.70
Rohnert Park        ,"41,687","41,644",43,"16,551","7,562","1,467","1,289","4,683","1,550","15,842",4.3%,2.63
Santa Rosa          ,"175,154","171,692","3,462","68,551","41,003","5,911","6,040","12,531","3,066","64,841",5.4%,2.65
Sebastopol          ,"7,622","7,493",129,"3,489","2,207",330,383,500,69,"3,305",5.3%,2.27
Sonoma              ,"11,126","10,889",237,"5,635","3,134",572,541,904,484,"5,060",10.2%,2.15
Windsor             ,"27,623","27,572",51,"9,634","7,579",561,175,684,635,"9,028",6.3%,3.05
,,,,,,,,,,, ,
Balance Of County    ,"149,229","143,591","5,638","68,443","55,929","2,855","2,622","2,518","4,519","56,915",16.8%,2.52
Incorporated,"351,653","346,854","4,799","138,459","85,760","11,599","10,901","23,290","6,909","130,849",5.5%,2.65
 ,,,,,,,,,,, ,
County Total,"500,882","490,445","10,437","206,902","141,689","14,454","13,523","25,808","11,428","187,764",9.2%,2.61
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Stanislaus County,,,,,,,,,,, ,
Ceres               ,"47,294","46,941",353,"13,764","10,436",716,671,"1,185",756,"12,802",7.0%,3.67
Hughson             ,"7,353","7,334",19,"2,365","2,014",15,42,233,61,"2,220",6.1%,3.30
Modesto             ,"209,607","206,720","2,887","75,712","52,652","3,236","7,862","9,832","2,130","69,792",7.8%,2.96
Newman              ,"10,695","10,629",66,"3,437","2,806",142,163,326,0,"3,044",11.4%,3.49
Oakdale             ,"21,963","21,776",187,"8,019","6,216",422,452,609,320,"7,501",6.5%,2.90
Patterson           ,"21,683","21,680",3,"6,363","5,627",178,156,269,133,"5,791",9.0%,3.74
Riverbank           ,"23,670","23,502",168,"7,125","6,111",250,160,308,296,"6,651",6.7%,3.53
Turlock             ,"71,786","70,444","1,342","24,779","17,159","1,563","1,649","3,783",625,"23,066",6.9%,3.05
Waterford           ,"8,760","8,737",23,"2,665","2,118",61,111,363,12,"2,466",7.5%,3.54
,,,,,,,,,,, ,
Balance Of County    ,"112,840","111,372","1,468","36,189","29,469",901,"1,134",430,"4,255","33,251",8.1%,3.35
Incorporated,"422,811","417,763","5,048","144,229","105,139","6,583","11,266","16,908","4,333","133,333",7.6%,3.13
 ,,,,,,,,,,, ,
County Total,"535,651","529,135","6,516","180,418","134,608","7,484","12,400","17,338","8,588","166,584",7.7%,3.18
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sutter County,,,,,,,,,,, ,
Live Oak            ,"8,496","8,380",116,"2,605","1,933",241,132,192,107,"2,440",6.3%,3.43
Yuba City           ,"66,982","66,323",659,"23,585","15,546",928,"1,917","4,240",954,"22,119",6.2%,3.00
,,,,,,,,,,, ,
Balance Of County    ,"20,905","20,845",60,"7,950","6,906",275,160,154,455,"7,342",7.6%,2.84
Incorporated,"75,478","74,703",775,"26,190","17,479","1,169","2,049","4,432","1,061","24,559",6.2%,3.04
 ,,,,,,,,,,, ,
County Total,"96,383","95,548",835,"34,140","24,385","1,444","2,209","4,586","1,516","31,901",6.6%,3.00
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tehama County,,,,,,,,,,, ,
Corning             ,"7,559","7,534",25,"2,861","1,803",45,296,598,119,"2,617",8.5%,2.88
Red Bluff           ,"14,194","13,744",450,"5,945","3,628",113,814,921,469,"5,467",8.0%,2.51
Tehama              ,409,409,0,196,150,13,12,11,10,163,16.8%,2.51
,,,,,,,,,,, ,
Balance Of County    ,"41,711","41,326",385,"18,348","12,018",280,258,204,"5,588","15,888",13.4%,2.60
Incorporated,"22,162","21,687",475,"9,002","5,581",171,"1,122","1,530",598,"8,247",8.4%,2.63
 ,,,,,,,,,,, ,
County Total,"63,873","63,013",860,"27,350","17,599",451,"1,380","1,734","6,186","24,135",11.8%,2.61
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Trinity County,,,,,,,,,,, ,
County Total,"13,689","13,299",390,"8,750","5,813",117,347,269,"2,204","6,127",30.0%,2.17
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tulare County,,,,,,,,,,, ,
Dinuba              ,"24,044","23,882",162,"6,478","4,762",135,620,664,297,"6,186",4.5%,3.86
Exeter              ,"10,735","10,662",73,"3,638","2,812",212,289,162,163,"3,462",4.8%,3.08
Farmersville        ,"11,071","11,071",0,"2,774","2,221",110,204,159,80,"2,676",3.5%,4.14
Lindsay             ,"12,730","12,634",96,"3,399","2,321",118,279,538,143,"3,217",5.4%,3.93
Porterville         ,"56,365","55,385",980,"17,088","12,000",441,"1,931","1,645","1,071","16,115",5.7%,3.44
Tulare              ,"62,402","62,124",278,"19,581","15,345",424,"1,848","1,352",612,"18,399",6.0%,3.38
Visalia             ,"130,746","129,366","1,380","45,736","34,595","1,474","5,029","3,034","1,604","42,844",6.3%,3.02
Woodlake            ,"7,694","7,694",0,"2,160","1,445",153,139,365,58,"2,049",5.1%,3.76
,,,,,,,,,,, ,
Balance Of County    ,"146,723","144,727","1,996","45,049","34,783",826,"1,715","1,187","6,538","39,518",12.3%,3.66
Incorporated,"315,787","312,818","2,969","100,854","75,501","3,067","10,339","7,919","4,028","94,948",5.9%,3.29
 ,,,,,,,,,,, ,
County Total,"462,510","457,545","4,965","145,903","110,284","3,893","12,054","9,106","10,566","134,466",7.8%,3.40
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Tuolumne County,,,,,,,,,,, ,
Sonora              ,"4,892","4,595",297,"2,460","1,408",86,356,588,22,"2,188",11.1%,2.10
,,,,,,,,,,, ,
Balance Of County    ,"49,758","46,574","3,184","28,946","23,616",207,876,840,"3,407","20,068",30.7%,2.32
Incorporated,"4,892","4,595",297,"2,460","1,408",86,356,588,22,"2,188",11.1%,2.10
 ,,,,,,,,,,, ,
County Total,"54,650","51,169","3,481","31,406","25,024",293,"1,232","1,428","3,429","22,256",29.1%,2.30
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Ventura County,,,,,,,,,,, ,
Camarillo           ,"67,428","66,946",482,"26,135","15,767","4,516","1,020","3,812","1,020","24,882",4.8%,2.69
Fillmore            ,"15,525","15,359",166,"4,478","3,271",232,350,239,386,"4,222",5.7%,3.64
Moorpark            ,"35,911","35,911",0,"10,996","8,016","1,455",205,"1,177",143,"10,735",2.4%,3.35
Ojai                ,"7,702","7,522",180,"3,405","2,340",320,430,315,0,"3,154",7.4%,2.39
Oxnard              ,"207,471","206,037","1,434","54,286","30,348","5,652","3,808","11,863","2,615","51,254",5.6%,4.02
Port Hueneme        ,"22,858","22,146",712,"8,271","2,685","2,371",953,"2,253",9,"7,364",11.0%,3.01
San Buenaventura    ,"109,946","107,954","1,992","43,659","24,520","4,779","3,308","8,679","2,373","41,221",5.6%,2.62
Santa Paula         ,"30,901","30,768",133,"8,997","5,227",716,889,"1,325",840,"8,636",4.0%,3.56
Simi Valley         ,"127,253","126,593",660,"42,718","31,130","3,327","1,960","5,540",761,"41,460",2.9%,3.05
Thousand Oaks       ,"130,205","128,463","1,742","47,886","32,451","5,395","1,876","6,961","1,203","46,253",3.4%,2.78
,,,,,,,,,,, ,
Balance Of County    ,"97,305","93,722","3,583","34,977","28,020","2,275",960,"1,726","1,996","31,717",9.3%,2.96
Incorporated,"755,200","747,699","7,501","250,831","155,755","28,763","14,799","42,164","9,350","239,181",4.6%,3.13
 ,,,,,,,,,,, ,
County Total,"852,505","841,421","11,084","285,808","183,775","31,038","15,759","43,890","11,346","270,898",5.2%,3.11
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Yolo County,,,,,,,,,,, ,
Davis               ,"66,899","65,432","1,467","26,063","12,318","2,271","3,165","7,822",487,"25,152",3.5%,2.60
West Sacramento     ,"51,435","51,097",338,"19,268","12,144","1,015","1,257","3,344","1,508","18,054",6.3%,2.83
Winters             ,"7,002","6,996",6,"2,371","1,715",109,183,276,88,"2,268",4.3%,3.09
Woodland            ,"58,204","57,260",944,"20,160","12,818","1,135","1,673","3,997",537,"19,317",4.2%,2.96
,,,,,,,,,,, ,
Balance Of County    ,"27,821","20,085","7,736","7,369","5,856",201,275,124,913,"6,983",5.2%,2.88
Incorporated,"183,540","180,785","2,755","67,862","38,995","4,530","6,278","15,439","2,620","64,791",4.5%,2.79
 ,,,,,,,,,,, ,
County Total,"211,361","200,870","10,491","75,231","44,851","4,731","6,553","15,563","3,533","71,774",4.6%,2.80
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Yuba County,,,,,,,,,,, ,
Marysville          ,"12,263","11,594",669,"5,210","3,163",110,901,981,55,"4,787",8.1%,2.42
Wheatland           ,"3,561","3,561",0,"1,337",968,25,246,63,35,"1,267",5.2%,2.81
,,,,,,,,,,, ,
Balance Of County    ,"58,458","57,879",579,"21,393","15,323",410,"1,500","1,299","2,861","19,200",10.3%,3.02
Incorporated,"15,824","15,155",669,"6,547","4,131",135,"1,147","1,044",90,"6,054",7.5%,2.50
 ,,,,,,,,,,, ,
County Total,"74,282","73,034","1,248","27,940","19,454",545,"2,647","2,343","2,951","25,254",9.6%,2.89
,,,,,,,,,,, ,
,,,,,,,,,,, ,
California,,,,,,,,,,, ,
Incorporated Total,"32,438,011","31,765,973","672,038","11,458,451","6,235,923","876,945","1,011,464","3,007,254","326,865","10,681,807",6.8%,2.97
Balance Of State Total,"6,514,451","6,342,894","171,557","2,456,586","1,830,729","98,312","109,942","184,062","233,541","2,140,944",12.8%,2.96
 ,,,,,,,,,,, ,
State Total,"38,952,462","38,108,867","843,595","13,915,037","8,066,652","975,257","1,121,406","3,191,316","560,406","12,822,751",7.8%,2.97
