county,city,end year population,end year housing units,end year pop to housing ratio,pct change of pop to housing unit ratio,pop change,housing change,multi-family change,multi-family change pct,additional people per additional housing unit,units needed to get to begin year population to housing unit ratio,pct of change
Los Angeles,El Segundo,16660,7479,2.2275705308196283,0.05210747662045105,1437,289,132,0.03502255240116742,4.972318339100346,389.7118176443539,1.3484837980773492
Los Angeles,Gardena,60344,22004,2.7424104708234864,0.04725624468175638,10503,2971,58,0.006313268749319691,3.535173342308987,1039.826407977368,0.34999205923169574
Los Angeles,Glendale,203834,81191,2.510549198802823,0.005597401229000369,23796,9077,6535,0.15169804313006338,2.6215710036355624,454.45860318377345,0.05006704893508576
Los Angeles,Glendora,51540,18504,2.785343709468223,-0.017221822531042024,3708,1627,671,0.275564681724846,2.2790411800860477,-318.67260411440043,-0.19586515311272307
Los Angeles,Hawaiian Gardens,14467,3725,3.883758389261745,0.0017642065710695804,828,207,-46,-0.03697749196141479,4.0,6.571669477234394,0.03174719554219514
Los Angeles,Hawthorne,86999,30662,2.837355684560694,0.16176132768162294,15650,1448,1350,0.07158006362672323,10.808011049723756,4959.925829373922,3.425363141832819
Los Angeles,Hermosa Beach,19451,10090,1.9277502477700694,0.02519195074615526,1232,401,-302,-0.061419564775269476,3.0723192019950125,254.18678302870626,0.6338822519419108
Los Angeles,Hidden Hills,1913,641,2.984399375975039,-0.09035368933554336,184,114,-1,-1.0,1.6140350877192982,-57.91671486408328,-0.5080413584568709
Los Angeles,Huntington Park,58937,15239,3.8675109915348775,0.001519219333311617,2808,704,-1019,-0.12977585328578706,3.9886363636363638,23.151383420335378,0.03288548781297639
Los Angeles,Industry,427,68,6.279411764705882,0.3832618625897268,-204,-71,2,0.5,2.8732394366197185,26.06180665610143,999999
Los Angeles,Inglewood,110159,38705,2.846118072600439,0.005289766104457915,557,-8,-593,-0.02693250976473794,-69.625,204.7403970730461,999999
Los Angeles,Irwindale,1441,414,3.4806763285024154,-0.06518978605935129,391,132,22,7.333333333333333,2.962121212121212,-26.988571428571433,-0.20445887445887448
Los Angeles,La Canada Flintridge,20194,7114,2.8386280573517007,0.013398126780837369,816,196,89,0.3463035019455253,4.163265306122449,95.31427391887712,0.48629731591263836
Los Angeles,La Habra Heights,5451,1904,2.8629201680672267,-0.006300918215021403,-775,-257,-7,-1.0,3.0155642023346303,-11.996948281400591,999999
Los Angeles,Lakewood,80218,27620,2.904344677769732,0.05799914750128743,6665,826,-300,-0.07528230865746549,8.069007263922519,1601.9364539855615,1.9393903801277983
Los Angeles,La Mirada,48631,15184,3.2027792413066387,0.05730035569091406,8179,1830,239,0.1294691224268689,4.469398907103825,870.0486008108378,0.4754363938857037
Los Angeles,Lancaster,161372,53796,2.999702580117481,0.1166724270753882,64072,17575,2041,0.22206506364922207,3.645633001422475,6276.509886947584,0.3571271628419678
Los Angeles,La Puente,40087,9896,4.050828617623282,0.017776856031177887,3132,611,17,0.006735340729001585,5.126022913256956,175.91976728453528,0.28792105938549145
Los Angeles,La Verne,33084,12214,2.70869494023252,-0.026053662510824263,2241,1124,-115,-0.06601607347876004,1.9937722419928825,-318.21943390720753,-0.28311337536228426
Los Angeles,Lawndale,32710,10196,3.2081208316987055,0.14774452059382912,5379,418,129,0.041951219512195125,12.868421052631579,1506.4031319746807,3.6038352439585664
Los Angeles,Lomita,20431,8510,2.400822561692127,0.022220407658030288,989,232,-79,-0.026333333333333334,4.262931034482759,189.09566916983846,0.8150675395251658
Los Angeles,Long Beach,467730,178497,2.6203801744567135,0.039769460658978815,38409,8142,37,0.0004058397042854479,4.717391304347826,7098.729419245739,0.8718655636509137
Los Angeles,Los Angeles,3923341,1535606,2.554913825551606,-0.04704408888799415,437784,235530,170937,0.24317507376183958,1.8587186345688447,-72241.18516093699,-0.3067175525875132
Los Angeles,Lynwood,69880,15355,4.55096059915337,0.06711926229239988,7935,830,-166,-0.03289082623340599,9.560240963855422,1030.6162724997985,1.2417063524093956
Los Angeles,Malibu,11537,6471,1.7828774532529748,0,11537,6471,993,0,1.7828774532529748,0,0.0
Los Angeles,Manhattan Beach,35058,15043,2.3305191783553814,0.06811525203294531,2995,348,-308,-0.08288482238966631,8.60632183908046,1024.657736331597,2.9444187825620607
Los Angeles,Maywood,27670,6778,4.082325169666568,-0.02058150663576274,-223,86,-825,-0.27545909849749584,-2.5930232558139537,-139.50145197719857,-1.6221099067116114
Los Angeles,Monrovia,38479,15405,2.4978253813696853,-0.02611862387030321,2746,1473,459,0.10041566396849705,1.8642226748133062,-402.3574007220218,-0.27315505819553415
Los Angeles,Montebello,62914,20089,3.1317636517497136,0.009132022161578365,3350,896,-42,-0.005018520731270164,3.7388392857142856,183.45319320394879,0.2047468674151214
Los Angeles,Monterey Park,60380,21163,2.853092661720928,-0.04652647687425668,-358,865,86,0.01252913752913753,-0.4138728323699422,-984.6398300898943,-1.1383119423004557
Los Angeles,Norwalk,105393,28165,3.7419847328244273,0.08144823359674128,11114,918,200,0.03554291807357384,12.106753812636166,2293.9894992522195,2.498899236658191
Los Angeles,Palmdale,156074,47353,3.295968576436551,0.16830818378923895,87128,22914,1424,0.25225863596102743,3.8023915510168456,7969.897426971831,0.3478178156136786
Los Angeles,Palos Verdes Estates,13286,5303,2.5053743164246653,-0.0486178494985969,-226,172,-34,-0.09366391184573003,-1.313953488372093,-257.8204558910598,-1.4989561389015105
Los Angeles,Paramount,55200,14723,3.7492358894247095,0.0795697794844356,7531,997,501,0.10689140174951994,7.553660982948847,1171.5058633493463,1.1750309562180004
Los Angeles,Pasadena,145306,63161,2.300565222209908,-0.07287497782006286,13720,10132,7790,0.3167568007156508,1.3541255428345835,-4602.856474092989,-0.4542890321844639
Los Angeles,Pico Rivera,63157,17200,3.6719186046511627,0.012403872340408784,3980,884,45,0.016019935920256318,4.502262443438914,213.34660425503148,0.24134231250569171
Los Angeles,Pomona,151319,41941,3.6079015760234614,0.05357848680551487,19619,3482,844,0.07827861250231868,5.634405514072372,2247.1353151100993,0.6453576436272542
Los Angeles,Rancho Palos Verdes,41541,16340,2.5422888616891064,-0.056045528135162996,-126,869,218,0.08765581021310816,-0.14499424626006904,-915.7839297285622,-1.0538365129212452
Los Angeles,Redondo Beach,66484,30928,2.149637868598034,0.008240075985781756,6317,2708,594,0.04403588108829416,2.332717872968981,254.84907008825485,0.09410970091885335
Los Angeles,Rolling Hills,1866,720,2.591666666666667,-0.06639052200249412,-5,46,0,0.0,-0.10869565217391304,-47.80117584179583,-1.039155996560779
Los Angeles,Rolling Hills Estates,8098,3157,2.5650934431422234,-0.053856276524893006,309,284,18,0.3333333333333333,1.0880281690140845,-170.02426498908716,-0.5986769893981942
Los Angeles,Rosemead,54229,15104,3.590373411016949,-0.017267558942763953,2591,970,-68,-0.03043867502238138,2.6711340206185565,-260.80921027150555,-0.26887547450670674
Los Angeles,San Dimas,34003,12814,2.6535820196659903,-0.05980406186351311,1605,1335,541,0.30530474040632055,1.202247191011236,-766.3292487190567,-0.5740293997895556
Los Angeles,San Fernando,24754,6673,3.709575902892252,-0.04812742332339637,2174,879,37,0.02888368462138954,2.4732650739476676,-321.15429583702394,-0.3653632489613469
Los Angeles,San Gabriel,39945,13602,2.936700485222761,0.007592063033326614,2825,866,-280,-0.05953646608547736,3.2621247113163974,103.26724137931024,0.11924623715855685
Los Angeles,San Marino,12961,4518,2.868747233289066,-0.011578331921006366,2,53,27,2.076923076923077,0.03773584905660377,-52.31090361910641,-0.9869981814925738
Los Angeles,Santa Clarita,221572,77602,2.8552356898018094,0.06130469980310467,110882,36458,8227,0.800369685767098,3.0413626638872127,4757.367314120522,0.13048898222942898
Los Angeles,Santa Fe Springs,18129,5514,3.2878128400435256,0.020450673356292772,2609,697,594,0.4251968503937008,3.7431850789096126,112.76501288659802,0.16178624517445914
Los Angeles,Santa Monica,92968,53010,1.753782305225429,-0.036322807416950556,6063,5257,4737,0.12972040419530628,1.1533193836789044,-1925.4720211725448,-0.36626821783765356
Los Angeles,Sierra Madre,10655,5129,2.077403002534607,-0.060323562875072775,-107,261,34,0.028169014084507043,-0.4099616858237548,-309.3995539862479,-1.1854389041618694
Los Angeles,Signal Hill,11617,4632,2.507987910189983,0.0995479190535464,3246,962,177,0.07415165479681608,3.374220374220374,461.1059610560267,0.47932012583786554
Los Angeles,South El Monte,21296,5077,4.194603112074059,-0.020856913838635766,446,210,8,0.009467455621301775,2.123809523809524,-105.890551558753,-0.5042407217083477
Los Angeles,South Gate,96553,24830,3.888562223117197,0.03410769982438464,10269,1884,-889,-0.10979375077189082,5.4506369426751595,846.8941866394698,0.44951920734579076
Los Angeles,South Pasadena,25668,11186,2.294654031825496,0.027590097223324398,1732,467,257,0.04870191396626871,3.708779443254818,308.622827540107,0.6608625857389872
Los Angeles,Temple City,36225,12411,2.918781725888325,0.08457667829368759,5072,835,-155,-0.1013734466971877,6.074251497005988,1049.6811543029562,1.2571031788059355
Los Angeles,Torrance,144832,58608,2.471198471198471,0.019747409433902165,11725,3681,1837,0.08654480354282484,3.185275740287965,1157.3561721021433,0.3144135213534755
Los Angeles,Vernon,295,76,3.8815789473684212,0.42008985879332483,213,46,38,2.533333333333333,4.630434782608695,31.92682926829268,0.6940615058324495
Los Angeles,Walnut,29835,9074,3.2879656160458453,-0.08596702286799744,730,983,133,0.6186046511627907,0.7426246185147508,-780.0647655042089,-0.7935552039717283
Los Angeles,West Covina,105593,32972,3.202505155889846,0.03713828043351351,9367,1809,52,0.006349981682745146,5.177998894416805,1224.5233824538068,0.6769062368456643
Los Angeles,West Hollywood,36125,25890,1.395326380842024,-0.07973670419076771,7,2069,1650,0.07766898889098098,0.0033832769453842437,-2064.383271498976,-0.9977686184141981
Los Angeles,Westlake Village,8180,3371,2.426579649955503,-0.02155621357931022,725,365,-12,-0.04332129963898917,1.9863013698630136,-72.66599597585514,-0.1990849204817949
Los Angeles,Whittier,86196,29842,2.888412304805308,0.0694462677394528,8525,1084,327,0.03806752037252619,7.864391143911439,2072.415521880753,1.9118224371593664
Los Angeles,Balance Of County,1024204,312064,3.2820318908941757,0.0039656239675502514,54010,15284,7542,0.13161614575153133,3.533760795603245,1237.528477809592,0.08096888758241245
Los Angeles,Incorporated,9020254,3302745,2.731138492375282,-0.00810448857074121,1127396,436215,215970,0.16554080726150572,2.584496177343741,-26767.059104572807,-0.06136207857265983
Los Angeles,County Total,10044458,3614809,2.778696744419968,-0.008255937278588867,1181406,451499,223512,0.16411343851693472,2.6166303801337323,-29843.636378078372,-0.06609900880860949
Madera,Chowchilla,17330,4460,3.8856502242152464,0.4880795378065472,11400,2189,425,1.1580381471389645,5.207857469164002,2176.834738617201,0.9944425484774787
Madera,Madera,66172,18237,3.6284476613478094,0.18098332344042511,36889,8706,1490,0.569354222392052,4.23719274063864,3300.5928695830335,0.37911703073547365
Madera,Balance Of County,74972,28462,2.6341086360761716,-0.052055653008047535,22095,9433,304,0.36104513064133015,2.342308915509382,-1481.6079959150484,-0.1570664683467665
Madera,Incorporated,83502,22697,3.678988412565537,0.2330508972566516,48289,10895,1915,0.6417560321715817,4.432216613125287,5289.556215034221,0.48550309454192025
Madera,County Total,158474,51159,3.097675873257882,0.08416897319121089,70384,20328,2219,0.5799790904338735,3.4624163715072807,4306.000499489161,0.2118260773066293
Marin,Belvedere,2066,1049,1.9694947569113441,-0.04873494973588075,-81,12,-31,-0.2080536912751678,-6.75,-51.122962272938985,-4.260246856078249
Marin,Corte Madera,10029,4235,2.3681227863046046,0.06410933228895246,1757,518,328,0.42377260981912146,3.391891891891892,271.50302224371364,0.5241371085785977
Marin,Fairfax,7498,3613,2.075283697758096,-0.034368788736133485,567,388,116,0.1350407450523865,1.461340206185567,-124.17443370365027,-0.3200372002671399
Marin,Larkspur,12194,6487,1.8797595190380763,0.013079646825273322,1126,522,64,0.020962987225679658,2.157088122605364,84.84766895554753,0.16254342711790715
Marin,Mill Valley,14550,6676,2.1794487717195925,0.025908305852810024,1521,543,-71,-0.0421865715983363,2.8011049723756907,172.96384987335944,0.318533793505266
Marin,Novato,53486,21531,2.484139148204914,-0.01949981125176635,5901,2749,456,0.10128831630386495,2.1465987631866135,-419.85043606178397,-0.1527284234491757
Marin,Ross,2547,901,2.8268590455049947,0.025662809113469433,411,126,33,2.0625,3.261904761904762,23.12219101123594,0.1835094524701265
Marin,San Anselmo,12689,5577,2.2752375829298908,0.03243631266311623,954,252,-177,-0.14366883116883117,3.7857142857142856,180.89731572219858,0.7178464909611055
Marin,San Rafael,59016,24163,2.4424119521582583,0.06661910928687752,10606,3022,1451,0.16575279872058488,3.5095962938451355,1609.7175376988225,0.5326662930836606
Marin,Sausalito,7355,4590,1.60239651416122,-0.019114661773235342,203,212,-494,-0.20626304801670145,0.9575471698113207,-87.73629753914989,-0.41385046009032966
Marin,Tiburon,9456,4050,2.334814814814815,0.06417360436952707,1902,607,-223,-0.18159609120521172,3.1334431630971995,259.9030976965846,0.4281764377208972
Marin,Balance Of County,66888,29818,2.243208800053659,-0.09553283458672641,2811,3982,235,0.05572682001422812,0.7059266700150678,-2848.598061707009,-0.7153686744618305
Marin,Incorporated,190886,82872,2.3033835312288833,0.025595949933262353,24867,8951,1452,0.05891661594643944,2.778125349123003,2121.1875628693106,0.23697771901120662
Marin,County Total,257774,112690,2.2874611766793858,-0.008282349097744045,27678,12933,1687,0.05845055782690042,2.1401067037810253,-933.3379198247694,-0.07216716305766407
Mariposa,County Total,18037,10595,1.7024067956583293,-0.0834476068683306,3735,2895,342,0.6867469879518072,1.2901554404145077,-884.1273947699622,-0.3053980638238211
Mendocino,Fort Bragg,7409,3274,2.2629810629199754,-0.0211620246106259,1331,645,44,0.06285714285714286,2.063565891472868,-69.28446857518918,-0.1074177807367274
Mendocino,Point Arena,435,236,1.8432203389830508,-0.11235580727106148,28,40,-16,-0.26229508196721313,0.7,-26.515970515970515,-0.6628992628992629
Mendocino,Ukiah,15526,6664,2.3298319327731094,-0.0699461236107346,894,823,549,0.33252574197456086,1.086269744835966,-466.1209677419355,-0.5663681260533846
Mendocino,Willits,5040,2115,2.382978723404255,-0.06709724932174765,13,147,3,0.00510204081632653,0.08843537414965986,-141.91068231549633,-0.9653787912618798
Mendocino,Balance Of County,58259,28725,2.0281636205396,-0.1387947505263946,4058,5710,300,0.19404915912031048,0.7106830122591944,-3986.879208870685,-0.698227532201521
Mendocino,Incorporated,28410,12289,2.3118235820652617,-0.05967212470616612,2266,1655,580,0.19333333333333333,1.3691842900302116,-733.3107405140759,-0.4430880607335806
Mendocino,County Total,86669,41014,2.1131564831520944,-0.11499654612502558,6324,7365,880,0.1935767707875055,0.8586558044806517,-4716.468342771797,-0.6403894559092732
Merced,Atwater,31810,10358,3.0710561884533694,0.02295032002068522,9528,2936,298,0.15593929879644167,3.2452316076294276,237.71941477425753,0.08096710312474711
Merced,Dos Palos,5575,1782,3.1285072951739616,0.057250558759932756,1379,364,41,0.25625,3.7884615384615383,102.02049571020024,0.2802760871159347
Merced,Gustine,5845,2128,2.7467105263157894,0.10609075633627439,1914,545,-42,-0.19718309859154928,3.5119266055045872,225.76112948359196,0.4142406045570495
Merced,Livingston,15448,3773,4.09435462496687,-0.03810364899302319,8131,2054,138,0.3760217983651226,3.9586173320350535,-143.76506765067666,-0.06999273011230607
Merced,Los Banos,42869,12826,3.3423514735693125,0.16714112342423135,28350,7756,353,0.3286778398510242,3.655234657039711,2143.7520490391908,0.2763991811551303
Merced,Merced,90971,30041,3.0282280882793517,0.021740496636610793,34816,11094,2264,0.3320134917143276,3.1382729403281053,653.1062594604227,0.0588702234956213
Merced,Balance Of County,92318,28647,3.2226062065835865,0.02433053872964569,22315,6396,215,0.14052287581699346,3.4888993120700436,696.9969429881576,0.10897388101753558
Merced,Incorporated,192518,60908,3.1607998949234912,0.05434837085367631,84118,24749,3052,0.289453717754173,3.3988443977534444,3310.2505719557194,0.1337529020144539
Merced,County Total,284836,89555,3.1805705990731954,0.0413341070041723,106433,31145,3267,0.2705814146099056,3.417338256541981,3701.67595275864,0.11885297648928046
Modoc,Alturas,2886,1405,2.0540925266903916,-0.10169212621060877,-345,-8,21,0.10824742268041238,43.125,-142.87743732590528,999999
Modoc,Balance Of County,6605,3878,1.7031975244971636,-0.13902268770959272,158,619,-52,-0.4444444444444444,0.2552504038772213,-539.1299829378005,-0.8709692777670444
Modoc,Incorporated,2886,1405,2.0540925266903916,-0.10169212621060877,-345,-8,21,0.10824742268041238,43.125,-142.87743732590528,999999
Modoc,County Total,9491,5283,1.796517130418323,-0.13274147206918743,-187,611,-31,-0.09967845659163987,-0.3060556464811784,-701.2731969415169,-1.1477466398388165
Mono,Mammoth Lakes,7827,9817,0.797290414586941,0.1833555954851526,3042,2715,2143,0.45106293411913284,1.1204419889502761,1800.0018808777431,0.6629841181870141
Mono,Balance Of County,5468,4309,1.2689719192388025,-0.1258793315937702,297,747,84,0.26006191950464397,0.39759036144578314,-542.4140398375556,-0.7261232126339432
Mono,Incorporated,7827,9817,0.797290414586941,0.1833555954851526,3042,2715,2143,0.45106293411913284,1.1204419889502761,1800.0018808777431,0.6629841181870141
Mono,County Total,13295,14126,0.9411723063853886,0.008101795429267247,3339,3462,2227,0.4389042175798187,0.9644714038128249,114.44596223382905,0.033057759166328436
Monterey,Carmel-By-The-Sea,4023,3438,1.1701570680628273,-0.08258140737823608,-218,113,-22,-0.04721030042918455,-1.9292035398230087,-283.9148785663758,-2.512521049259963
Monterey,Del Rey Oaks,1670,741,2.2537112010796223,-0.005436297175579,9,8,-6,-0.04411764705882353,1.125,-4.0282962071041535,-0.5035370258880192
Monterey,Gonzales,8490,1987,4.2727730246602915,0.12045678887014516,3830,765,18,0.05042016806722689,5.006535947712418,239.34763948497857,0.31287273135291316
Monterey,Greenfield,18402,4014,4.584454409566518,0.18296612979972038,10938,2088,375,0.8971291866028708,5.238505747126437,734.4260450160773,0.35173661159773817
Monterey,King City,14977,3480,4.303735632183908,0.37782681229466497,7343,1036,141,0.18900804289544235,7.087837837837838,1314.8373067854336,1.2691479795226193
Monterey,Marina,21920,7862,2.7880946324090563,-0.12840493688117616,-4592,-426,-259,-0.076581904198699,10.779342723004694,-1009.5196137598068,999999
Monterey,Monterey,28382,13717,2.069111321717577,-0.12603131034542978,-3572,220,193,0.028618030842230132,-16.236363636363638,-1728.771484008262,-7.858052200037554
Monterey,Pacific Grove,15536,8219,1.890254288842925,-0.07158572001733605,-581,303,321,0.12891566265060242,-1.9174917491749175,-588.3630328224856,-1.9417921875329558
Monterey,Salinas,160206,43579,3.6762201978016935,0.1685619733894956,51429,9002,2207,0.164750671842341,5.713063763608087,7345.762238340827,0.8160144677117115
Monterey,Sand City,385,197,1.9543147208121827,-0.12462986463620981,193,111,88,4.888888888888889,1.7387387387387387,-24.55208333333333,-0.2211899399399399
Monterey,Seaside,32121,10921,2.9412141745261424,-0.15049771407983928,-6705,-293,-254,-0.10131631431990427,22.883959044368602,-1643.5855354659247,999999
Monterey,Soledad,24454,4174,5.858648778150455,0.3531916043933603,17293,2520,228,0.6440677966101694,6.862301587301587,1474.2217567378862,0.5850086336261453
Monterey,Balance Of County,106752,39936,2.673076923076923,-0.08622442846171467,6291,5594,449,0.1445589182227946,1.1245977833392922,-3443.458775047033,-0.6155628843487725
Monterey,Incorporated,330566,102329,3.2304234381260444,0.09979133598198658,75367,15447,3030,0.09769781389050107,4.879070369651065,10211.547619700705,0.6610699566065065
Monterey,County Total,437318,142265,3.0739675956841106,0.04773842382952991,81658,21041,3479,0.10196365767878077,3.8808991968062356,6791.50686610808,0.3227749092775096
Napa,American Canyon,20802,6216,3.3465250965250966,0,20802,6216,405,0,3.3465250965250966,0,0.0
Napa,Calistoga,5340,2420,2.206611570247934,0.0652777880538928,872,263,64,0.12749003984063745,3.3155893536121672,157.97224709042075,0.6006549319027406
Napa,Napa,79397,31026,2.5590472506929673,0.03098187466696064,17532,6102,1984,0.31019387116948094,2.8731563421828907,961.2436434171177,0.15752927620732837
Napa,St Helena,6070,2900,2.093103448275862,-0.00839748462442123,1080,536,212,0.42063492063492064,2.014925373134328,-24.352705410821613,-0.04543415188586122
Napa,Yountville,2642,1305,2.0245210727969347,-0.3912148967962577,-617,325,47,0.3051948051948052,-1.8984615384615384,-510.53544031911633,-1.5708782779049733
Napa,Balance Of County,23386,11115,2.104003598740441,-0.19905630906638933,-12797,-2659,-55,-0.0533462657613967,4.81271154569387,-2212.5108752729184,999999
Napa,Incorporated,114251,43867,2.6044862880981148,0.06247479707416192,39669,13442,2712,0.35892006352567496,2.951123344740366,2740.581923252259,0.2038820058958681
Napa,County Total,137637,54982,2.503310174238842,-0.0010941507589710747,26872,10783,2657,0.30942121812041457,2.492070852267458,-60.1585970297474,-0.005579022260015524
Nevada,Grass Valley,12758,6759,1.8875573309661193,-0.08521895487550475,3710,2374,1263,0.7087542087542088,1.5627632687447346,-575.9949160035367,-0.2426263336156431
Nevada,Nevada City,3081,1565,1.9686900958466453,-0.035307375100015026,226,166,-72,-0.2236024844720497,1.3614457831325302,-55.256042031523634,-0.33286772308146767
Nevada,Truckee,16213,13670,1.186027798098025,0,16213,13670,1610,0,1.186027798098025,0,0.0
Nevada,Balance Of County,65414,32509,2.0121812421175673,-0.046338411110433325,-1193,941,-748,-0.6259414225941422,-1.2678002125398513,-1506.4154067890763,-1.6008665321881788
Nevada,Incorporated,32052,21994,1.4573065381467674,-0.29185406900437677,20149,16210,2801,1.331273764258555,1.2429981492905613,-6419.038393682264,-0.39599249806799897
Nevada,County Total,97466,54503,1.7882685356769352,-0.14921148459298325,18956,17151,2053,0.6223097908457108,1.1052416768701534,-8132.4735447713665,-0.47416905980825413
Orange,Anaheim,353468,111409,3.1727059752802735,0.1096717966513143,87062,18232,9143,0.21472522310944106,4.775230364194822,12218.42519312628,0.6701637337168869
Orange,Brea,45137,17154,2.6312813337996968,0.012394558144938518,12264,4506,1442,0.3789750328515112,2.721704394141145,212.61625041827665,0.047185142125671695
Orange,Buena Park,81626,25140,3.246857597454256,0.09512526548236139,12842,1940,562,0.07315803176256183,6.619587628865979,2391.4491742265645,1.2327057599106004
Orange,Costa Mesa,112780,43658,2.583260799853406,0.06194198182792385,16423,4047,1537,0.07822281032113594,4.058067704472449,2704.2630426435026,0.6682142433020762
Orange,Cypress,48531,16631,2.9181047441524863,0.006679435240976119,5876,1916,305,0.10307536329841163,3.066805845511482,111.08568749267374,0.05797791622790905
Orange,Dana Point,33189,16212,2.0471872686898593,-0.058689224899502186,1293,1546,-250,-0.047080979284369114,0.8363518758085382,-951.4697140707299,-0.6154396598128913
Orange,Fountain Valley,54953,19408,2.8314612530915086,-0.04974576149716159,1262,1389,1015,0.3062764031382016,0.9085673146148309,-965.465739136913,-0.6950797258005134
Orange,Fullerton,139431,49784,2.800719106540254,0.05399924604484823,25287,6828,2718,0.1630767384652307,3.703427065026362,2688.298465096721,0.3937168226562274
Orange,Garden Grove,172476,48504,3.5559129143988124,0.14307061033837812,29511,2547,571,0.03927637914431146,11.586572438162545,6939.496883852691,2.72457671136737
Orange,Huntington Beach,196874,82620,2.382885499878964,-0.04516023270734011,15355,9884,4683,0.17945966660279747,1.553520841764468,-3731.138426280444,-0.3774927586281307
Orange,Irvine,271564,110884,2.449081923451535,-0.06278720302685356,161234,68663,35627,2.784882357539279,2.3481933501303467,-6962.096220429623,-0.10139516508788755
Orange,Laguna Beach,22495,13055,1.723094599770203,-0.044675303036338924,-675,209,-594,-0.14616141732283464,-3.229665071770335,-583.2360811394044,-2.7906032590402123
Orange,Laguna Hills,31073,11302,2.7493364006370555,0,31073,11302,2631,0,2.7493364006370555,0,0.0
Orange,Laguna Niguel,65168,26774,2.4340031373720774,0.03362000726629452,20445,7782,2514,0.5491480996068152,2.6272166538165,900.1420745477717,0.11566976028627239
Orange,Laguna Woods,16036,13079,1.2260876213777812,0,16036,13079,8440,0,1.2260876213777812,0,0.0
Orange,La Habra,62808,20844,3.0132412204951065,0.09735913834985446,11542,2174,411,0.0608348134991119,5.309107635694573,2029.353879764366,0.9334654460737654
Orange,Lake Forest,84538,30567,2.765662315569078,0,84538,30567,7898,0,2.765662315569078,0,0.0
Orange,La Palma,15442,5241,2.946384277809578,-0.0553270263130023,50,306,-35,-0.03414634146341464,0.16339869281045752,-289.9689449064449,-0.9476109310668134
Orange,Los Alamitos,11538,4437,2.6004056795131847,-0.04878272055812242,-250,125,-97,-0.04928861788617886,-2.0,-216.44893111638956,-1.7315914489311164
Orange,Mission Viejo,94119,34961,2.6921140699636736,-0.024265769726019737,21299,8568,2019,0.5267414557787634,2.485877684407096,-848.3555753913752,-0.09901442289815303
Orange,Newport Beach,85865,45260,1.8971498011489174,-0.007599609593619548,19222,10399,3645,0.27724956263786416,1.8484469660544283,-343.9583302072224,-0.03307609675999831
Orange,Orange,137366,46154,2.976253412488625,0.02253070031983717,26708,8136,2467,0.21555264307557886,3.282694198623402,1039.8819425617676,0.12781243148497634
Orange,Placentia,51173,17237,2.9687880721703315,-0.011843074356742424,9914,3504,861,0.2335865436787846,2.829337899543379,-204.13907268717094,-0.0582588677760191
Orange,Rancho Santa Margarita,48183,17346,2.7777585610515394,0,48183,17346,4367,0,2.7777585610515394,0,0.0
Orange,San Clemente,64065,26665,2.402587661728858,0.09466804266507532,22965,7939,1102,0.1558478291613633,2.892681697946845,2524.323357664234,0.31796490208643835
Orange,San Juan Capistrano,35801,12596,2.84225150841537,0.04341448645642349,9618,2984,452,0.3041722745625841,3.223190348525469,546.8488714051105,0.18326034564514426
Orange,Santa Ana,331369,80285,4.127408606838139,0.053530293379643185,37542,5285,2538,0.07905803195962995,7.103500473036897,4297.679603984658,0.813184409457835
Orange,Seal Beach,24443,14552,1.679700384826828,-0.03580191871064982,-655,145,-551,-0.0634719502361479,-4.517241379310345,-520.9895210773767,-3.5930311798439774
Orange,Stanton,39573,11699,3.382596803145568,0.19313333829099033,9082,944,279,0.05746652935118435,9.620762711864407,2259.4669246662947,2.393503098163448
Orange,Tustin,80009,28386,2.818607764390897,0.07319398395597287,29320,9086,3084,0.28776709900158626,3.226942548976447,2077.6844285742463,0.22866876827803723
Orange,Villa Park,5759,2031,2.8355489906450027,-0.11498820199903553,-540,65,3,0.3333333333333333,-8.307692307692308,-233.54103826004126,-3.592939050154481
Orange,Westminster,91466,28163,3.247736391719632,0.07404736891426714,13173,2271,1170,0.17721902453801877,5.800528401585205,2085.3960507325046,0.9182721491556604
Orange,Yorba Linda,67846,23850,2.8446960167714885,-0.0589852804770062,15424,6509,713,0.4107142857142857,2.3696420341066218,-1406.7989393765974,-0.2161313472694112
Orange,Balance Of County,127787,42891,2.9793429857079574,0.1742650131615881,-99140,-46549,-19870,-0.78933778254479,2.1297987067391353,7474.400679513681,999999
Orange,Incorporated,3025977,1076080,2.8120372091294326,0.01171302545067192,842236,290415,108580,0.3889609319587038,2.900111908820137,12604.152426959074,0.043400486982280786
Orange,County Total,3153764,1118971,2.8184501653751526,0.023135426350962805,743096,243866,88710,0.2914956609173685,3.047148844037299,25887.871159363305,0.10615613147943258
Placer,Auburn,14433,6389,2.2590389732352483,0.01681140304731216,3780,1594,132,0.07966203983101991,2.371392722710163,107.40805406927643,0.06738271898950843
Placer,Colfax,2172,939,2.313099041533546,0.09987328085170916,866,318,67,0.3602150537634409,2.7232704402515724,93.78101071975499,0.29490883874136786
Placer,Lincoln,49624,19652,2.525137390596377,-0.09348682528535142,42376,17050,855,1.4690721649484537,2.4853958944281525,-1837.2030905077263,-0.10775384695059978
Placer,Loomis,6808,2560,2.659375,-0.053719325153374284,1103,530,-23,-0.19166666666666668,2.081132075471698,-137.52147239263803,-0.25947447621252456
Placer,Rocklin,70469,26631,2.646126694453832,0.05262542811917038,51663,19150,4316,2.9642857142857144,2.697806788511749,1401.467776241625,0.07318369588729112
